date,time,channel_id,room,caller,symbol,side,strike,expiry,their_price,action,kind,source_file,line,text
2025-12-29,09:43:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,CALLS,660,,6.23,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1508,@Unraveller (Admin)🔮 in META 660C @ 6.23 @everyone
2025-12-29,09:47:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMZN,CALLS,230,,3.55,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1512,@Mike (Admin) in AMZN 230C @ 3.55 @everyone
2025-12-29,09:47:00,911389167169191946,Platinum nitro,@Owner Alerts,SPY,PUTS,687,,0.69,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,876,"@Owner Alerts Entry Contract: SPY $687p Price: .69 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-12-29,09:51:00,911389167169191946,Platinum nitro,@Owner Alerts,QQQ,PUTS,620,,1.04,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,882,"@Owner Alerts Entry Contract: QQQ $620p Price: $1.04 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-12-29,10:00:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,CALLS,660,,5.76,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1516,@Unraveller (Admin)🔮 in META 660C @ 5.76 @everyone
2025-12-29,10:05:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,688,12/29,1.3,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,552,SPY 688P 12/29 1.30 2 CONTRACTS @vero-alerts
2025-12-29,10:15:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,686,12/30,2.55,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1521,@Brett (Admin) in SPY 12/30 686C @ 2.55 @everyone
2025-12-29,10:23:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,CALLS,660,,5.68,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1523,@Unraveller (Admin)🔮 in META 660C @ 5.68 @everyone
2025-12-29,10:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,CALLS,660,,5.65,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1530,@Unraveller (Admin)🔮 in META 660C @ 5.65 @everyone
2025-12-29,10:50:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,688,12/29,1.07,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,556,SPY 688P 12/29 1.07 2 CONTRACTS @vero-alerts
2025-12-29,12:03:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,PUTS,621,12/29,1.32,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,564,QQQ 621P 12/29 1.32 4 CONTRACTS @vero-alerts
2025-12-30,09:34:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,PUTS,435,,1.5,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,892,"@Owner Alerts Entry Contract: TSLA $435p Price: $1.50 Comments:LOTTO @nitro_trades Instagram , , [image]"
2025-12-30,09:36:00,1323708708374450247,Vero 1,Vero,SPY,PUTS,687,12/30,0.9,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,568,SPY 687P 12/30 0.90 2 CONTRACTS @vero-alerts
2025-12-30,09:41:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,687,12/31,1.69,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1541,@Unraveller (Admin)🔮 in SPY 12/31 687P @ 1.69 @everyone
2025-12-30,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,217.5,,2.43,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1548,@Mike (Admin) in AMD 217.5C @ 2.43 @everyone
2025-12-30,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,688,12/31,1.7,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1549,@Unraveller (Admin)🔮 in SPY 12/31 688P @ 1.70 @everyone
2025-12-30,09:53:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,217.5,,2.48,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1550,@Brett (Admin) in AMD 217.5C @ 2.48 @everyone
2025-12-30,09:59:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,688,12/31,1.51,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1554,@Unraveller (Admin)🔮 in SPY 12/31 688P @ 1.51 @everyone
2025-12-30,10:06:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,250,12/30,0.91,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,573,IWM 250P 12/30 0.91 2 CONTRACTS @vero-alerts
2025-12-30,10:13:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,PUTS,215,,3.03,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1564,@Brett (Admin) in AMD 215P @ 3.03 @everyone
2025-12-30,11:54:00,760694103401955378,Vero 2,@vero-alerts,SPY,PUTS,688,12/30,0.93,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,268,SPY 688P 12/30 0.93 @vero-alerts
2025-12-30,12:00:00,1144369893760831489,Midas,Midas (Admin),BAC,PUTS,55,1/16/26,1.17,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,391,$BAC 55p 1/16/26 2 cons at 1.17 @everyone
2025-12-31,09:37:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,249,12/31,1.53,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,576,IWM 249P 12/31 1.53 2 CONTRACTS @vero-alerts
2025-12-31,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,686,1/2,2,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1582,@Brett (Admin) in SPY 1/2 686C @ 2.00 @everyone
2025-12-31,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,CALLS,460,,4.24,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1581,@Unraveller (Admin)🔮 in TSLA 460C @ 4.24 @everyone
2025-12-31,09:49:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,215,,3.05,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1583,@Mike (Admin) in AMD 215C @ 3.05 @everyone
2025-12-31,09:58:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,PUTS,450,,4.41,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1596,@Unraveller (Admin)🔮 in TSLA 450P @ 4.41 @everyone
2025-12-31,10:26:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,CALLS,460,,3.8,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1603,@Unraveller (Admin)🔮 in TSLA 460C @ 3.80 @everyone
2026-01-02,09:35:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMZN,CALLS,235,1/9,2.42,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1615,@Mike (Admin) in AMZN 1/9 235C @ 2.42 @everyone
2026-01-02,09:37:00,911389167169191946,Platinum nitro,@Owner Alerts,PLTR,PUTS,177.5,,1.58,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,903,"@Owner Alerts Entry Contract: PLTR $177.5p Price: $1.58 Comments:HIGH RISK @nitro_trades Instagram , , [image]"
2026-01-02,09:39:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,684,1/5,1.66,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1619,@Unraveller (Admin)🔮 in SPY 1/5 684P @ 1.66 @everyone
2026-01-02,09:44:00,911389167169191946,Platinum nitro,@Owner Alerts,NVDA,CALLS,192.5,,0.72,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,906,"@Owner Alerts Entry Contract: NVDA $192.5c Price: .72 Comments:HIGH RISK @nitro_trades Instagram , , [image]"
2026-01-02,09:50:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,686,1/5,1.98,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1630,@Unraveller (Admin)🔮 in SPY 1/5 686P @ 1.98 @everyone
2026-01-02,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,686,1/5,1.71,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1632,@Unraveller (Admin)🔮 in SPY 1/5 686P @ 1.71 @everyone
2026-01-02,10:02:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,686,1/5,1.64,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1637,@Unraveller (Admin)🔮 in SPY 1/5 686P @ 1.64 @everyone
2026-01-02,10:18:00,760694103401955378,Vero 2,Vero,SPY,PUTS,684,1/2,1.42,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,272,SPY 684P 1/2 1.42 @vero-alerts
2026-01-02,10:26:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,CALLS,192.5,1/9,2.8,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1650,"@Brett (Admin) in NVDA 1/9 192.5C @ 2.8 @everyone (edited) Friday, January 2, 2026 at 10:26 AM"
2026-01-05,09:38:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,617,1/5,1.35,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,579,QQQ 617P 1/5 1.35 2 CONTRACTS @vero-alerts
2026-01-05,09:39:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,687,1/6,1.99,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1667,@Unraveller (Admin)🔮 in SPY 1/6 687P @ 1.99 @everyone
2026-01-05,09:47:00,911389167169191946,Platinum nitro,@Owner Alerts,NVDA,PUTS,185,,1.58,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,914,"@Owner Alerts Entry Contract: NVDA $185p Price: $1.58 Comments:none @nitro_trades Instagram , , [image]"
2026-01-05,09:49:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,687,1/6,1.9,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1671,@Unraveller (Admin)🔮 in SPY 1/6 687P @ 1.90 @everyone
2026-01-05,09:52:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,232.5,,3,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1675,"@Brett (Admin) in AMD 232.5C @ 3.00@everyone (edited) Monday, January 5, 2026 at 9:52 AM"
2026-01-05,09:55:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,232.5,,3.1,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1677,@Mike (Admin) in AMD 232.5C @ 3.10 @everyone
2026-01-05,10:11:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,230,,3.55,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1682,@Brett (Admin) in AMD 230C @ 3.55 @everyone
2026-01-05,10:11:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,CALLS,232.5,,2.71,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1683,@Mike (Admin) in AMD 232.5C @ 2.71 @everyone
2026-01-05,10:34:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,688,1/6,1.4,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1690,@Unraveller (Admin)🔮 in SPY 1/6 688P @ 1.40 @everyone
2026-01-05,11:18:00,760694103401955378,Vero 2,Vero,SPY,PUTS,689,1/5,1.05,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,277,SPY 689P 1/5 1.05 @vero-alerts
2026-01-05,12:19:00,760694103401955378,Vero 2,Vero,SPY,PUTS,689,1/5,0.75,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,282,SPY 689P 1/5 0.75 1/2 SIZE @vero-alerts
2026-01-06,09:37:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,PUTS,422.5,,2.24,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,920,"@Owner Alerts Entry Contract: TSLA $422.5p Price: $2.24 Comments:13 contracts @nitro_trades Instagram , , [image]"
2026-01-06,09:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,CALLS,190,,2.95,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1708,@Unraveller (Admin)🔮 in NVDA 190C @ 2.95 @everyone
2026-01-06,10:06:00,1323708708374450247,Vero 1,Vero,IWM,CALLS,252,1/6,1.08,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,582,"IWM 252C 1/6 1.08 2 CONTRACTS @vero-alerts (edited) Tuesday, January 6, 2026 at 10:06 AM"
2026-01-06,10:08:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,691,1/7,1.8,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1721,@Brett (Admin) in SPY 1/7 691P @ 1.8 @everyone
2026-01-06,10:09:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),QQQ,PUTS,623,1/7,2.7,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1722,@Mike (Admin) in QQQ 1/7 623P @ 2.7 @everyone
2026-01-06,10:10:00,911389167169191946,Platinum nitro,@Owner Alerts,NVDA,PUTS,190,,2.44,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,926,"@Owner Alerts Entry Contract: NVDA $190p Price: $2.44 Comments:7 contracts @nitro_trades Instagram , , [image]"
2026-01-06,10:29:00,911389167169191946,Platinum nitro,@Owner Alerts,PLTR,CALLS,187.5,,0.62,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,930,"@Owner Alerts Entry Contract: PLTR $187.5c Price: .62 Comments:30 contracts @nitro_trades Instagram , , [image]"
2026-01-06,10:30:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),QQQ,PUTS,623,1/7,2.3,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1727,@Mike (Admin) in QQQ 1/7 623P @ 2.3 @everyone
2026-01-06,10:31:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,691,1/7,1.69,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1728,@Brett (Admin) in SPY 1/7 691P @ 1.69 @everyone
2026-01-06,11:06:00,911389167169191946,Platinum nitro,@Owner Alerts,QQQ,PUTS,619,,0.71,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,935,"@Owner Alerts Entry Contract: QQQ $619p Price: .71 Comments:LOTTO @nitro_trades Instagram , , [image]"
2026-01-07,09:32:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,CALLS,665,,3.55,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1751,@Unraveller (Admin)🔮 in META 665C @ 3.55 @everyone
2026-01-07,09:39:00,911389167169191946,Platinum nitro,@Owner Alerts,AMZN,CALLS,245,,1.69,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,940,"@Owner Alerts Entry Contract: AMZN $245c Price: $1.69 Comments:12 contracts @nitro_trades Instagram , , [image]"
2026-01-07,09:46:00,911389167169191946,Platinum nitro,@Owner Alerts,AMZN,CALLS,245,,1.76,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,944,"@Owner Alerts Entry Contract: AMZN $245c Price: $1.76 Comments:10 contracts @nitro_trades Instagram , , [image]"
2026-01-07,09:49:00,1323708708374450247,Vero 1,Vero,IWM,PUTS,256,1/7,1.27,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,588,IWM 256P 1/7 1.27 2 CONTRACTS @vero-alerts
2026-01-07,10:06:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,CALLS,435,,5.85,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1758,@Unraveller (Admin)🔮 in TSLA 435C. @ 5.85 @everyone
2026-01-07,10:06:00,911389167169191946,Platinum nitro,@Owner Alerts,NVDA,CALLS,192.5,,1.32,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,950,"@Owner Alerts Entry Contract: NVDA $192.5c Price: $1.32 Comments:HIGH RISK @nitro_trades Instagram , , [image]"
2026-01-07,10:08:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,693,1/8,2.04,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1759,@Mike (Admin) in SPY 1/8 693P @ 2.04 @everyone
2026-01-07,10:18:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,690,1/8,2.55,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1764,@Brett (Admin) in SPY 1/8 690C @ 2.55 @everyone
2026-01-07,10:25:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,CALLS,435,,5.65,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1768,@Unraveller (Admin)🔮 in TSLA 435C. @ 5.65 @everyone
2026-01-07,10:31:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,CALLS,435,,5.6,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1773,@Unraveller (Admin)🔮 in TSLA 435C. @ 5.60 @everyone
2026-01-08,09:41:00,1323708708374450247,Vero 1,Vero,QQQ,PUTS,620,1/8,1.4,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,593,QQQ 620P 1/8 1.40 2 CONTRACTS @vero-alerts
2026-01-08,09:44:00,911389167169191946,Platinum nitro,@Owner Alerts,PLTR,PUTS,180,,2.02,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,956,"@Owner Alerts Entry Contract: PLTR $180p Price: $2.02 Comments:11 contracts @nitro_trades Instagram , , [image]"
2026-01-08,09:50:00,911389167169191946,Platinum nitro,@Owner Alerts,NVDA,PUTS,185,,1.06,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,959,"@Owner Alerts Entry Contract: NVDA $185p Price: $1.06 Comments:20 contracts @nitro_trades Instagram , , [image]"
2026-01-08,10:12:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,689,1/9,2.8,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1793,@Brett (Admin) in SPY 1/9 689C @ 2.8 @everyone
2026-01-08,10:12:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,CALLS,435,,4.15,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1792,@Unraveller (Admin)🔮 in TSLA 435C @ 4.15 @everyone
2026-01-08,10:45:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,689,1/9,2.86,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1805,@Unraveller (Admin)🔮 in SPY 1/9 689C @ 2.86 @everyone
2026-01-08,10:54:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,689,1/9,2.45,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1808,@Brett (Admin) in SPY 1/9 689P @ 2.45 @everyone
2026-01-08,10:58:00,1144369893760831489,Midas,👑KingBeeAri🐝,HPQ,CALLS,22,1/30,0.41,OPEN,option,grab 1144369893760831489 Midas 2026-09-19.txt,395,"10 cons HPQ 22 C 1/30 “0.41” @everyone ,"
2026-01-08,10:59:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,689,1/9,,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1810,@Unraveller (Admin)🔮 in SPY 1/9 689C @everyone
2026-01-08,11:02:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,CALLS,689,1/9,2.95,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1813,@Mike (Admin) in SPY 1/9 689C @ 2.95 @everyone
2026-01-08,11:07:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,CALLS,255,,2.92,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1814,"@Unraveller (Admin)🔮 in AAPL 255C @ 2.92 @everyone (edited) Thursday, January 8, 2026 at 11:09 AM"
2026-01-09,09:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,PUTS,435,,3.5,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1831,@Unraveller (Admin)🔮 in TSLA 435P @ 3.50 @everyone
2026-01-09,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),QQQ,PUTS,622,1/12,3.3,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1835,@Mike (Admin) in QQQ 1/12 622p @ 3.3 @everyone
2026-01-09,10:17:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,692,1/12,2.45,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1842,@Unraveller (Admin)🔮 in SPY 1/12 692P @ 2.45 @everyone
2026-01-09,10:19:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,CALLS,442.5,,1.92,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,970,"@Owner Alerts Entry Contract: TSLA $442.5c Price: $1.92 Comments:HIGH RISK @nitro_trades Instagram , , [image]"
2026-01-09,10:25:00,1323708708374450247,Vero 1,Vero,QQQ,CALLS,624,1/9,1.15,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,597,QQQ 624C 1/9 1.15 2 CONTRACTS @vero-alerts
2026-01-09,10:28:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,CALLS,442.5,,2.94,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,975,"@Owner Alerts Entry Contract: TSLA $442.5c Price: $2.94 Comments:LOTTO @nitro_trades Instagram , , [image]"
2026-01-09,10:37:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,CALLS,442.5,,2.82,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,978,"@Owner Alerts Entry Contract: TSLA $442.5c Price: $2.82 Comments:LOTTO @nitro_trades Instagram , , [image]"
2026-01-09,10:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),QQQ,PUTS,624,1/12,2.69,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1847,@Mike (Admin) in QQQ 1/12 624P @ 2.69 @everyone
2026-01-09,10:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,692,1/12,1.91,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1846,@Unraveller (Admin)🔮 in SPY 1/12 692P @ 1.91 @everyone
2026-01-09,11:24:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,695,1/12,2.61,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1856,@Brett (Admin) in SPY 1/12 695P @ 2.61 @everyone
2026-01-09,11:26:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),QQQ,PUTS,625,1/12,2.1,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1857,@Mike (Admin) in QQQ 1/12 625P @ 2.10 @everyone
2026-01-12,09:37:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,PUTS,645,,5.5,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1871,@Unraveller (Admin)🔮 in META 645P @ 5.50 @everyone
2026-01-12,09:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,694,1/13,2.45,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1878,@Mike (Admin) in SPY 1/13 694P @ 2.45 @everyone
2026-01-12,09:49:00,911389167169191946,Platinum nitro,@Owner Alerts,SPY,CALLS,693,,1.05,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,982,"@Owner Alerts Entry Contract: SPY $693c Price: $1.05 Comments:HIGH RISK @nitro_trades Instagram , , [image]"
2026-01-12,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,693,1/13,1.75,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1885,@Brett (Admin) in SPY 1/13 693P @ 1.75 @everyone
2026-01-12,09:52:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,694,1/13,2.2,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1886,@Mike (Admin) in SPY 1/13 694P @ 2.2 @everyone
2026-01-12,09:56:00,1323708708374450247,Vero 1,Vero,QQQ,CALLS,626,1/12,1.35,OPEN,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,601,QQQ 626C 1/12 1.35 2 CONTRACTS @vero-alerts
2026-01-12,10:28:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,PUTS,694,1/13,2.09,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1896,@Mike (Admin) in SPY 1/13 694P @ 2.09 @everyone
2026-01-12,11:04:00,760694103401955378,Vero 2,Vero,IWM,CALLS,260,1/13,1.37,OPEN,option,grab 760694103401955378 Vero-2 2026-09-19.txt,287,IWM 260C 1/13 1.37 @vero-alerts
2026-01-13,09:32:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,CALLS,260,,2.48,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1930,@Unraveller (Admin)🔮 in AAPL 260C @ 2.48 @everyone
2026-01-13,09:48:00,911389167169191946,Platinum nitro,@Owner Alerts,SPY,PUTS,694,,0.89,OPEN,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,989,"@Owner Alerts Entry Contract: SPY $694p Price: .89 Comments:25 contracts @nitro_trades Instagram , , [image]"
2026-01-13,09:50:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,CALLS,260,,2.81,OPEN,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1940,@Brett (Admin) in AAPL 260C @ 2.81 @everyone
