ts_iso,date,time,room,caller,symbol,side,strike,expiry_raw,expiry_resolved,occ,their_price,qty,outcome,tier,confidence,flags,how_recovered,corroborating_lines,source_line_number,source_line_text
2026-08-13T10:10:33-04:00,2026-08-13,10:10,,,AVGO,CALLS,450,2026-08-21,2026-08-21,,2.61,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1530(F-airead);L1533(F-airead);L1534(F-airead),1531,ORDER IN BUY 1 AVGO 450C 2026-08-21 @ 2.61
2026-08-13T10:13:29-04:00,2026-08-13,10:13,,,DRAM,CALLS,100,03/19/2027,2027-03-19,,3.25,,alert read from chat,F-airead,high,,M/D/YYYY as posted | chat text (log truncates it): @vip Buy To Open Trade Update Accepted BTO DRAM 03,L1539(F-airead),1538,AI READ  '@vip Buy To Open Trade Update Accepted BTO DRAM 03'  ->  BTO DRAM $100C 03/19/2027 @ 3.25
2026-08-14T09:40:29-04:00,2026-08-14,09:40,,,AMD,CALLS,507.5,2026-08-19,2026-08-19,,5.93,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1587,ORDER IN BUY 1 AMD 507.5C 2026-08-19 @ 5.93
2026-08-14T09:46:35-04:00,2026-08-14,09:46,,,AAPL,CALLS,307.5,2026-08-19,2026-08-19,,2.77,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1603,ORDER IN BUY 1 AAPL 307.5C 2026-08-19 @ 2.77
2026-08-14T10:18:51-04:00,2026-08-14,10:18,,,NVDA,PUTS,225,2026-08-19,2026-08-19,,3.02,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L1627(F-airead),1628,ORDER IN BUY 1 NVDA 225P 2026-08-19 @ 3.02
2026-08-14T10:35:24-04:00,2026-08-14,10:35,,,SPY,CALLS,775,2026-08-17,2026-08-17,,3.14,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,1649,ORDER IN BUY 1 SPY 775C 2026-08-17 @ 3.14
2026-08-15T16:22:34-04:00,2026-08-15,16:22,,,META,CALLS,585,AUG 21,2026-08-21,,10.1,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): META | $585 C AUG 21 10.10 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,1667,AI READ  'META | $585 C AUG 21 10.10 @everyone'  ->  BTO META $585C AUG 21 @ 10.1
2026-08-17T09:30:42-04:00,2026-08-17,09:30,,,SPY,PUTS,776,2026-08-21,2026-08-21,,3.17,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2036,ORDER IN BUY 1 SPY 776P 2026-08-21 @ 3.17
2026-08-17T09:31:38-04:00,2026-08-17,09:31,,,META,CALLS,595,2026-08-21,2026-08-21,,5.15,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2039,ORDER IN BUY 1 META 595C 2026-08-21 @ 5.15
2026-08-17T09:50:58-04:00,2026-08-17,09:50,,,AMD,CALLS,535,2026-08-21,2026-08-21,,6.15,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2078,ORDER IN BUY 1 AMD 535C 2026-08-21 @ 6.15
2026-08-17T10:05:20-04:00,2026-08-17,10:05,MR.TOPHAT,Vero,SPY,PUTS,776,8/17,2026-08-17,,1.15,1,REFUSED - that one costs $115 and you've got $101 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",,2117,REFUSED  OPEN SPY (Vero's call) 776P 8/17 x1 @ 1.15  ->  that one costs $115 and you've got $101 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-17T10:08:55-04:00,2026-08-17,10:08,,,SCHW,CALLS,114,2026-08-21,2026-08-21,,0.32,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2120,ORDER IN BUY 1 SCHW 114C 2026-08-21 @ 0.32
2026-08-17T10:18:59-04:00,2026-08-17,10:18,ZT fut-6,Namrood-BOT,MSPCX,PUTS,140,8/21/2026,2026-08-21,,1.50,1,REFUSED - that one costs $150 and you've got $24 to spend. Skipped on purpose — ,A,high,,M/D/YYYY as posted,,2144,REFUSED  OPEN MSPCX (Namrood-BOT's call) 140P 8/21/2026 x1 @ 1.50  ->  that one costs $150 and you've got $24 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-17T10:23:24-04:00,2026-08-17,10:23,,Vero,QQQ,PUTS,733,8/17,2026-08-17,,1.67,1,REFUSED - that one costs $167 and you've got $24 to spend. Skipped on purpose — ,A,high,,"M/D, year taken from the alert date",,2150,REFUSED  OPEN QQQ (Vero's call) 733P 8/17 x1 @ 1.67  ->  that one costs $167 and you've got $24 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-17T11:59:15-04:00,2026-08-17,11:59,,,INTC,CALLS,115,2026-08-28,2026-08-28,,1.77,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2187,ORDER IN BUY 1 INTC 115C 2026-08-28 @ 1.77
2026-08-18T09:30:16-04:00,2026-08-18,09:30,,,SPY,CALLS,775,2026-08-19,2026-08-19,,0.31,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2289(F-airead),2291,ORDER IN BUY 1 SPY 775C 2026-08-19 @ 0.31
2026-08-18T09:31:50-04:00,2026-08-18,09:31,,,INTC,CALLS,115,2026-08-28,2026-08-28,,0.77,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2349(E-order);L2300(F-airead),2302,ORDER IN BUY 1 INTC 115C 2026-08-28 @ 0.77
2026-08-18T09:31:51-04:00,2026-08-18,09:31,,,VXX,CALLS,25,2026-08-28,2026-08-28,,0.17,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2301(F-airead);L2304(F-airead);L2370(F-airead),2305,ORDER IN BUY 1 VXX 25C 2026-08-28 @ 0.17
2026-08-18T09:32:12-04:00,2026-08-18,09:32,,,SLV,CALLS,62,7/17,2027-07-17,,3.1,,alert read from chat,F-airead,low,,"""7/17"" had already passed in 2026, so it can only mean 2027-07-17 - almost a year out. VERIFY before scoring. | chat text (log truncates it): Entered SLV 7/17 62C @ 3.10 Starter position. Beau",L2323(F-airead);L2373(F-airead),2321,AI READ  'Entered SLV 7/17 62C @ 3.10 Starter position. Beau'  ->  BTO SLV $62C 7/17 @ 3.1
2026-08-18T09:35:31-04:00,2026-08-18,09:35,,,PLTR,CALLS,172.5,2026-08-21,2026-08-21,,3.35,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2358,ORDER IN BUY 1 PLTR 172.5C 2026-08-21 @ 3.35
2026-08-18T09:38:48-04:00,2026-08-18,09:38,,,MU,CALLS,1000,8/18,2026-08-18,,7.95,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): @everyone I'm Entering Option: MU 1000 C 8/18 Entr | only the AI reader saw this - no order or refusal line corroborates it",,2368,AI READ  '@everyone I'm Entering Option: MU 1000 C 8/18 Entr'  ->  BTO MU $1000C 8/18 @ 7.95
2026-08-18T09:41:03-04:00,2026-08-18,09:41,,,MSFT,CALLS,485,2026-08-21,2026-08-21,,4.55,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2380,ORDER IN BUY 1 MSFT 485C 2026-08-21 @ 4.55
2026-08-18T09:44:13-04:00,2026-08-18,09:44,,,NVDA,CALLS,227.5,2026-08-21,2026-08-21,,0.85,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2387(F-airead);L2389(F-airead),2391,ORDER IN BUY 1 NVDA 227.5C 2026-08-21 @ 0.85
2026-08-18T09:44:53-04:00,2026-08-18,09:44,,,VXX,CALLS,25,8/28,2026-08-28,,1.3,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): Entered VXX 25C 8/28 @ 1.3 Starter position. Marke | only the AI reader saw this - no order or refusal line corroborates it",,2407,AI READ  'Entered VXX 25C 8/28 @ 1.3 Starter position. Marke'  ->  BTO VXX $25C 8/28 @ 1.3
2026-08-18T09:44:53-04:00,2026-08-18,09:44,,,SLV,CALLS,62,7/17,2027-07-17,,3.1,,alert read from chat,F-airead,low,,"""7/17"" had already passed in 2026, so it can only mean 2027-07-17 - almost a year out. VERIFY before scoring. | chat text (log truncates it): Entered SLV 7/17 62C @ 3.10 Starter position. Beau",,2408,AI READ  'Entered SLV 7/17 62C @ 3.10 Starter position. Beau'  ->  BTO SLV $62C 7/17 @ 3.1
2026-08-18T09:45:05-04:00,2026-08-18,09:45,Option Alerts,Brett,TSLA,PUTS,335,8/21,2026-08-21,,4.75,1,REFUSED - that one costs $475 and you've got $264 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",L2409(F-airead),2410,REFUSED  OPEN TSLA (Brett's call) 335P 8/21 x1 @ 4.75  ->  that one costs $475 and you've got $264 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T09:46:18-04:00,2026-08-18,09:46,,,QQQ,PUTS,718,2026-08-18,2026-08-18,,1.22,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2414(F-airead),2416,ORDER IN BUY 1 QQQ 718P 2026-08-18 @ 1.22
2026-08-18T09:49:17-04:00,2026-08-18,09:49,,,INTC,PUTS,97,2026-08-19,2026-08-19,,1.51,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2432(F-airead),2433,ORDER IN BUY 1 INTC 97P 2026-08-19 @ 1.51
2026-08-18T09:49:53-04:00,2026-08-18,09:49,,,SPY,PUTS,766,2026-08-18,2026-08-18,,0.44,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2436(F-airead),2437,ORDER IN BUY 1 SPY 766P 2026-08-18 @ 0.44
2026-08-18T09:50:28-04:00,2026-08-18,09:50,,,SPY,PUTS,769,2026-08-19,2026-08-19,,2.39,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2439(F-airead),2440,ORDER IN BUY 1 SPY 769P 2026-08-19 @ 2.39
2026-08-18T09:52:07-04:00,2026-08-18,09:52,,bullwinkle0001,AMD,CALLS,500,2026-08-21,2026-08-21,,12.40,1,REFUSED - that one costs $593 and you've got $510 to spend. Skipped on purpose —,A,high,,already a full date,,2456,REFUSED  OPEN AMD (bullwinkle0001's call) 500C 2026-08-21 x1 @ 12.40  ->  that one costs $593 and you've got $510 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T09:52:19-04:00,2026-08-18,09:52,ZT fut-6,Namrood-BOT,MMETA,PUTS,537.5,8/19/2026,2026-08-19,,,1,REFUSED - that one costs $1500 and you've got $510 to spend. Skipped on purpose ,A,low,"SYMBOL LOOKS WRONG: logged as ""MMETA"" but the reader on line 2464 named ""META"" - looks like a stray ""M"" glued to the front of the ticker",M/D/YYYY as posted,,2465,REFUSED  OPEN MMETA (Namrood-BOT's call) 537.5P 8/19/2026 x1  ->  that one costs $1500 and you've got $510 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T09:53:40-04:00,2026-08-18,09:53,,,AMZN,PUTS,257.5,2026-08-19,2026-08-19,,1.47,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2469(F-airead),2470,ORDER IN BUY 1 AMZN 257.5P 2026-08-19 @ 1.47
2026-08-18T09:53:56-04:00,2026-08-18,09:53,,,MSFT,CALLS,485,2026-08-21,2026-08-21,,3.45,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2472,ORDER IN BUY 1 MSFT 485C 2026-08-21 @ 3.45
2026-08-18T09:55:53-04:00,2026-08-18,09:55,ZT scalps,Bullwinkle,NVDA,CALLS,222.5,2026-08-21,2026-08-21,,1.80,1,REFUSED - that one costs $180 and you've got $25 to spend. Skipped on purpose — ,A,high,,already a full date,L2489(A);L2486(F-airead),2488,REFUSED  OPEN NVDA (Bullwinkle's call) 222.5C 2026-08-21 x1 @ 1.80  ->  that one costs $180 and you've got $25 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T09:59:31-04:00,2026-08-18,09:59,,,INTC,PUTS,97,2026-08-19,2026-08-19,,1.53,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2531(F-airead),2532,ORDER IN BUY 1 INTC 97P 2026-08-19 @ 1.53
2026-08-18T10:05:15-04:00,2026-08-18,10:05,,,AAPL,CALLS,315,2026-08-21,2026-08-21,,1.10,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2551(E-order);L2549(F-airead),2550,ORDER IN BUY 1 AAPL 315C 2026-08-21 @ 1.10
2026-08-18T10:07:16-04:00,2026-08-18,10:07,,,DOCU,CALLS,65,2026-08-21,2026-08-21,,0.40,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2555(F-airead),2556,ORDER IN BUY 1 DOCU 65C 2026-08-21 @ 0.40
2026-08-18T10:11:28-04:00,2026-08-18,10:11,,,SPY,PUTS,769,2026-08-19,2026-08-19,,2.40,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2567(F-airead),2568,ORDER IN BUY 1 SPY 769P 2026-08-19 @ 2.40
2026-08-18T10:14:38-04:00,2026-08-18,10:14,,,SPY,PUTS,760,2026-08-25,2026-08-25,,1.88,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2575(F-airead),2576,ORDER IN BUY 1 SPY 760P 2026-08-25 @ 1.88
2026-08-18T10:17:32-04:00,2026-08-18,10:17,,,QQQ,PUTS,718,2026-08-18,2026-08-18,,1.60,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2584(F-airead),2585,ORDER IN BUY 1 QQQ 718P 2026-08-18 @ 1.60
2026-08-18T10:28:12-04:00,2026-08-18,10:28,,,AAPL,CALLS,312.5,08/19,2026-08-19,,0.74,,PULLBACK never hit - skipped,C-linked(F-airead),medium,,"linked to the alert the bot read just before the arm, line 2610 (F-airead) | M/D, year taken from the alert date | chat text (log truncates it): BTO $AAPL 312.5c 08/19 @0.74 @everyone | only the AI reader saw this - no order or refusal line corroborates it",armL2611;resL2622;,2610,AI READ  'BTO $AAPL 312.5c 08/19 @0.74 @everyone'  ->  BTO AAPL $312.5C 08/19 @ 0.74
2026-08-18T10:37:01-04:00,2026-08-18,10:37,Honeydrip daytrades,Unraveller,MSFT,CALLS,485,8/21,2026-08-21,,3.30,1,PULLBACK entered - managing off the stock,C-linked(A),high,,"contract came from a A line inside the pullback chain (line 2629) | M/D, year taken from the alert date",armL2626;resL2650;,2629,REFUSED  OPEN MSFT (Unraveller's call) 485C 8/21 x1 @ 3.30  ->  that one costs $338 and you've got $204 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T10:40:05-04:00,2026-08-18,10:40,Option Alerts,Brett,TSLA,PUTS,332.5,8/24,2026-08-24,,4.36,1,PULLBACK touched - entry attempted,C-linked(A),high,,"contract came from a A line inside the pullback chain (line 2633) | M/D, year taken from the alert date",armL2624;resL2632;L2623(F-airead),2633,REFUSED  OPEN TSLA (Brett's call) 332.5P 8/24 x1 @ 4.36  ->  that one costs $424 and you've got $188 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T10:46:11-04:00,2026-08-18,10:46,,,QQQ,PUTS,718,8/18,2026-08-18,,1.47,,PULLBACK never hit - skipped,C-linked(F-airead),medium,,"linked to the alert the bot read just before the arm, line 2639 (F-airead) | M/D, year taken from the alert date | chat text (log truncates it): QQQ 718P 8/18 1.47 4 CONTRACTS @vero-alerts | only the AI reader saw this - no order or refusal line corroborates it",armL2640;resL2645;,2639,AI READ  'QQQ 718P 8/18 1.47 4 CONTRACTS @vero-alerts'  ->  BTO QQQ $718P 8/18 @ 1.47
2026-08-18T10:52:06-04:00,2026-08-18,10:52,,,MSFT,CALLS,485,2026-08-21,2026-08-21,,3.27,1,PULLBACK armed - no resolution line in the log,C-linked(E-order),high,,contract came from the E-order line this chain produced at line 2647 | contract fully resolved by the bot when it placed the order,armL2643;resLNone;,2647,ORDER IN BUY 1 MSFT 485C 2026-08-21 @ 3.27
2026-08-18T10:56:32-04:00,2026-08-18,10:56,,,SPY,PUTS,770,8/19,2026-08-19,,3.2,,PULLBACK entered - managing off the stock,C-linked(F-airead),medium,,"linked to the alert the bot read just before the arm, line 2663 (F-airead) | M/D, year taken from the alert date | chat text (log truncates it): @Mike (Admin) in SPY 8/19 770P @ 3.2 @everyone | only the AI reader saw this - no order or refusal line corroborates it",armL2664;resL2681;,2663,AI READ  '@Mike (Admin) in SPY 8/19 770P @ 3.2 @everyone'  ->  BTO SPY $770P 8/19 @ 3.2
2026-08-18T11:08:10-04:00,2026-08-18,11:08,,,SPY,CALLS,769,2026-08-18,2026-08-18,,0.63,1,PULLBACK armed - no resolution line in the log,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2678) | contract fully resolved by the bot when it placed the order,armL2675;resLNone;L2674(F-airead),2678,ORDER IN BUY 1 SPY 769C 2026-08-18 @ 0.63
2026-08-18T11:59:32-04:00,2026-08-18,11:59,,,TSLA,CALLS,350,08/19,2026-08-19,,0.72,,PULLBACK never hit - skipped,C-linked(F-airead),medium,,"linked to the alert the bot read just before the arm, line 2728 (F-airead) | M/D, year taken from the alert date | chat text (log truncates it): BTO $TSLA 350c 08/19 @0.72 @everyo | only the AI reader saw this - no order or refusal line corroborates it",armL2729;resL2736;,2728,AI READ  'BTO $TSLA 350c 08/19 @0.72 @everyo'  ->  BTO TSLA $350C 08/19 @ 0.72
2026-08-18T12:01:30-04:00,2026-08-18,12:01,,,KO,CALLS,89,2026-08-21,2026-08-21,,0.58,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2732,ORDER IN BUY 1 KO 89C 2026-08-21 @ 0.58
2026-08-18T13:43:36-04:00,2026-08-18,13:43,,,GLD,CALLS,405,2026-08-31,2026-08-31,,2.45,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2763(F-airead);L2764(F-airead),2765,ORDER IN BUY 1 GLD 405C 2026-08-31 @ 2.45
2026-08-18T14:01:41-04:00,2026-08-18,14:01,,,AAPL,CALLS,312.5,2026-08-21,2026-08-21,,1.95,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2772) | contract fully resolved by the bot when it placed the order,armL2769;resL2775;L2768(F-airead),2772,ORDER IN BUY 1 AAPL 312.5C 2026-08-21 @ 1.95
2026-08-18T15:49:24-04:00,2026-08-18,15:49,,,BAC,CALLS,66,2026-10-02,2026-10-02,,1.16,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2797(F-airead),2798,ORDER IN BUY 1 BAC 66C 2026-10-02 @ 1.16
2026-08-18T15:56:14-04:00,2026-08-18,15:56,,,TSLA,PUTS,300,2026-09-18,2026-09-18,,3.32,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2803) | contract fully resolved by the bot when it placed the order,armL2795;resL2806;L2794(F-airead),2803,ORDER IN BUY 1 TSLA 300P 2026-09-18 @ 3.32
2026-08-18T15:57:14-04:00,2026-08-18,15:57,,,M,CALLS,25,2026-09-18,2026-09-18,,0.74,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2807(F-airead),2808,ORDER IN BUY 1 M 25C 2026-09-18 @ 0.74
2026-08-18T15:57:48-04:00,2026-08-18,15:57,,The Pawn (The Market Bishop),GE,CALLS,385,9/11,2026-09-11,,7.00,1,REFUSED - that one costs $700 and you've got $318 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",L2812(F-airead),2813,REFUSED  OPEN GE (The Pawn (The Market Bishop)'s call) 385C 9/11 x1 @ 7.00  ->  that one costs $700 and you've got $318 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-18T15:58:53-04:00,2026-08-18,15:58,,,UBER,PUTS,74,2026-09-04,2026-09-04,,1.75,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2816(F-airead),2817,ORDER IN BUY 1 UBER 74P 2026-09-04 @ 1.75
2026-08-18T15:59:46-04:00,2026-08-18,15:59,,The Pawn (The Market Bishop),HWM,CALLS,300,9/18,2026-09-18,,7.10,1,REFUSED - that one costs $710 and you've got $142 to spend. Skipped on purpose —,A,high,,"M/D, year taken from the alert date",L2819(F-airead),2820,REFUSED  OPEN HWM (The Pawn (The Market Bishop)'s call) 300C 9/18 x1 @ 7.10  ->  that one costs $710 and you've got $142 to spend. Skipped on purpose — no order was sent and you're not in it.
2026-08-19T09:31:32-04:00,2026-08-19,09:31,,,MRNA,PUTS,110,AUG 28,2026-08-28,,5.6,,alert read from chat,F-airead,medium,,"month name + day, year from the alert date | chat text (log truncates it): MRNA | $110 P 5.60 AUG 28 ||ON THE BREAK OF $115.2 | only the AI reader saw this - no order or refusal line corroborates it",,2867,AI READ  'MRNA | $110 P 5.60 AUG 28 ||ON THE BREAK OF $115.2'  ->  BTO MRNA $110P AUG 28 @ 5.6
2026-08-19T09:31:33-04:00,2026-08-19,09:31,,,MRNA,PUTS,110,2026-08-21,2026-08-21,,5.60,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,,2869,ORDER IN BUY 1 MRNA 110P 2026-08-21 @ 5.60
2026-08-19T09:38:21-04:00,2026-08-19,09:38,,,GOOGL,CALLS,345,2026-08-21,2026-08-21,,2.81,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2899) | contract fully resolved by the bot when it placed the order,armL2896;resL2902;L2939(E-order),2899,ORDER IN BUY 1 GOOGL 345C 2026-08-21 @ 2.81
2026-08-19T09:40:28-04:00,2026-08-19,09:40,,,AAPL,CALLS,330,2026-09-18,2026-09-18,,2.92,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2910) | contract fully resolved by the bot when it placed the order,armL2907;resL2913;,2910,ORDER IN BUY 1 AAPL 330C 2026-09-18 @ 2.92
2026-08-19T09:41:03-04:00,2026-08-19,09:41,,,AAPL,CALLS,312.5,08/19/26,2026-08-19,,1.03,,alert read from chat,F-airead,medium,,M/D/YY as posted | chat text (log truncates it): @here $AAPL took entry .AAPL260819C312.5 1.03 | only the AI reader saw this - no order or refusal line corroborates it,,2917,AI READ  '@here $AAPL took entry .AAPL260819C312.5 1.03'  ->  BTO AAPL $312.5C 08/19/26 @ 1.03
2026-08-19T09:43:05-04:00,2026-08-19,09:43,,,QQQ,PUTS,716,2026-08-19,2026-08-19,,1.35,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2928) | contract fully resolved by the bot when it placed the order,armL2921;resL2931;L2920(F-airead),2928,ORDER IN BUY 1 QQQ 716P 2026-08-19 @ 1.35
2026-08-19T09:50:37-04:00,2026-08-19,09:50,,,NFLX,CALLS,79,2026-08-21,2026-08-21,,1.00,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L2979(F-airead),2980,ORDER IN BUY 1 NFLX 79C 2026-08-21 @ 1.00
2026-08-19T09:50:55-04:00,2026-08-19,09:50,,,MSFT,CALLS,480,2026-08-21,2026-08-21,,5.37,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 2985) | contract fully resolved by the bot when it placed the order,armL2982;resL2988;,2985,ORDER IN BUY 1 MSFT 480C 2026-08-21 @ 5.37
2026-08-19T09:53:29-04:00,2026-08-19,09:53,,,SPY,CALLS,716,08/19,2026-08-19,,1.59,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): @everyone Open SPY 08/19 716C @1.59 Jpm Options |  | only the AI reader saw this - no order or refusal line corroborates it",,3005,AI READ  '@everyone Open SPY 08/19 716C @1.59 Jpm Options | '  ->  BTO SPY $716C 08/19 @ 1.59
2026-08-19T09:55:46-04:00,2026-08-19,09:55,,,SPY,PUTS,770,2026-08-20,2026-08-20,,2.09,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 3013) | contract fully resolved by the bot when it placed the order,armL2965;resL3016;,3013,ORDER IN BUY 1 SPY 770P 2026-08-20 @ 2.09
2026-08-19T09:56:42-04:00,2026-08-19,09:56,,,SOFI,CALLS,18,2026-08-28,2026-08-28,,0.51,1,ORDER SENT (BUY),E-order,high,,contract fully resolved by the bot when it placed the order,L3050(E-order);L3018(F-airead);L3048(F-airead);L3049(F-airead),3019,ORDER IN BUY 1 SOFI 18C 2026-08-28 @ 0.51
2026-08-19T10:00:23-04:00,2026-08-19,10:00,,,GOOGL,CALLS,342.5,2026-08-21,2026-08-21,,3.38,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 3039) | contract fully resolved by the bot when it placed the order,armL2999;resL3042;,3039,ORDER IN BUY 1 GOOGL 342.5C 2026-08-21 @ 3.38
2026-08-19T10:12:48-04:00,2026-08-19,10:12,,,GOOGL,CALLS,345,08/19,2026-08-19,,0.9,,alert read from chat,F-airead,medium,,"M/D, year taken from the alert date | chat text (log truncates it): BTO $GOOGL 345c 08/19 @0.90 @everyone | only the AI reader saw this - no order or refusal line corroborates it",,3069,AI READ  'BTO $GOOGL 345c 08/19 @0.90 @everyone'  ->  BTO GOOGL $345C 08/19 @ 0.9
2026-08-19T10:17:26-04:00,2026-08-19,10:17,,,SPY,CALLS,769,8/20,2026-08-20,,2.5,,PULLBACK never hit - skipped,C-linked(F-airead),medium,,"linked to the alert the bot read just before the arm, line 3080 (F-airead) | M/D, year taken from the alert date | chat text (log truncates it): @Brett (Admin) in SPY 8/20 769C @ 2.5 @everyone | only the AI reader saw this - no order or refusal line corroborates it",armL3081;resL3104;,3080,AI READ  '@Brett (Admin) in SPY 8/20 769C @ 2.5 @everyone'  ->  BTO SPY $769C 8/20 @ 2.5
2026-08-19T10:21:15-04:00,2026-08-19,10:21,,,TSLA,CALLS,360,AUG 28,2026-08-28,,2.89,,alert read from chat,F-airead,high,,"month name + day, year from the alert date | chat text (log truncates it): TSLA | $360 C 2.89 AUG 28 ON THE BREAK OF $340.00",L3087(F-airead),3085,AI READ  'TSLA | $360 C 2.89 AUG 28 ON THE BREAK OF $340.00'  ->  BTO TSLA $360C AUG 28 @ 2.89
2026-08-19T10:22:10-04:00,2026-08-19,10:22,,,TSLA,CALLS,360,2026-08-21,2026-08-21,,0.51,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 3093) | contract fully resolved by the bot when it placed the order,armL3088;resL3096;,3093,ORDER IN BUY 1 TSLA 360C 2026-08-21 @ 0.51
2026-08-19T10:33:04-04:00,2026-08-19,10:33,,,TSLA,PUTS,340,2026-08-21,2026-08-21,,4.14,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 3114) | contract fully resolved by the bot when it placed the order,armL3111;resL3117;,3114,ORDER IN BUY 1 TSLA 340P 2026-08-21 @ 4.14
2026-08-19T10:45:07-04:00,2026-08-19,10:45,,,TSLA,PUTS,345,2026-08-21,2026-08-21,,4.24,1,PULLBACK entered - managing off the stock,C-linked(E-order),high,,contract came from a E-order line inside the pullback chain (line 3147) | contract fully resolved by the bot when it placed the order,armL3141;resL3150;,3147,ORDER IN BUY 1 TSLA 345P 2026-08-21 @ 4.24
