date,time,channel_id,room,caller,symbol,side,strike,expiry,their_price,action,kind,source_file,line,text
2025-12-12,09:45:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1082,@Unraveller (Admin)🔮 trimming SPY @ 7% @everyone
2025-12-12,09:46:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1083,@Unraveller (Admin)🔮 all out of SPY @everyone
2025-12-12,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1086,@Unraveller (Admin)🔮 trimming SPY @ 13% @everyone
2025-12-12,09:49:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1087,@Unraveller (Admin)🔮 all out of SPY @everyone
2025-12-12,09:51:00,911389167169191946,Platinum nitro,Nitro Trades,TSLA,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,731,"@Owner Alerts Comment TSLA +210% @nitro_trades Instagram , , [image]"
2025-12-12,09:52:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,732,"@Owner Alerts Comment TSLA +250% @nitro_trades Instagram , , [image]"
2025-12-12,09:54:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1092,@ADMINS trimming AAPL 20% on 0DTE & 8% on 12/19 @everyone
2025-12-12,10:01:00,829754942817828884,Honeydrip daytrades,@ADMINS,AAPL,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1097,@ADMINS all out of AAPL @everyone
2025-12-12,10:01:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1096,@Unraveller (Admin)🔮 trimming NVDA @ 6% @everyone
2025-12-12,10:03:00,829754942817828884,Honeydrip daytrades,@ADMINS,NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1098,@Unraveller (Admin)🔮 trimming more NVDA @ 16% @everyone
2025-12-12,10:04:00,829754942817828884,Honeydrip daytrades,@ADMINS,NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1099,@Unraveller (Admin)🔮 trimming NVDA @ 20% @everyone
2025-12-12,10:05:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,502,QQQ TRIM 2/4 @ 1.60 @vero-alerts
2025-12-12,10:07:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,503,QQQ TRIM 1/2 @ 1.85 SL @ KEY LEVEL @vero-alerts
2025-12-12,10:09:00,1323708708374450247,Vero 1,Vero,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,504,QQQ OUT @ 2.51 100% PROFIT IN A RUNNER ON PERSONAL @Premium @Prodigy
2025-12-12,10:09:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1102,@Unraveller (Admin)🔮 trimming NVDA @ 30% @everyone
2025-12-12,10:18:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1104,@Mike (Admin) stopped out of AAPL @everyone
2025-12-12,10:25:00,1323708708374450247,Vero 1,Vero,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,505,QQQ OUT RUNNER @ 160% PROFIT Enjoy the weekend. @vero-alerts
2025-12-12,10:36:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1107,@Brett (Admin) stopped out of NVDA @everyone
2025-12-12,14:53:00,1144369893760831489,Midas,Midas (Admin),SPY,,,,,CLOSE,option,grab 1144369893760831489 Midas 2026-09-19.txt,312,"As long as hourly structure @here continues to hold above 12.70, set up on $clf is still valid. Of course SPY has to continue defending 680. It’s been a brutal week for swings because market is moving"
2025-12-15,09:39:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,507,QQQ TRIM 1/2 @ 1.93 @vero-alerts
2025-12-15,09:40:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1116,@Unraveller (Admin)🔮 trimming META @ 10% @everyone
2025-12-15,09:41:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1117,@Unraveller (Admin)🔮 trimming META @ 23% @everyone
2025-12-15,09:42:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1119,@Unraveller (Admin)🔮 trimming META @ 31% @everyone
2025-12-15,09:43:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1121,@Unraveller (Admin)🔮 trimming META @ 38% @everyone
2025-12-15,09:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1122,@Brett (Admin) trimming SPY @ 11% @everyone
2025-12-15,09:45:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1123,@Brett (Admin) trimming SPY @ 15% @everyone
2025-12-15,09:46:00,1323708708374450247,Vero 1,Vero,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,508,QQQ OUT @ 2.27 Left a runner in personal @vero-alerts
2025-12-15,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1126,@Mike (Admin) trimming NVDA 9% @everyone
2025-12-15,09:49:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1127,@Mike (Admin) trimming NVDA 17% @everyone
2025-12-15,09:49:00,911389167169191946,Platinum nitro,@Owner Alerts,AAPL,,,,,CLOSE,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,741,"@Owner Alerts Comment Closed last of AAPL small w @nitro_trades Instagram , , [image]"
2025-12-15,09:50:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1128,@Mike (Admin) trimming NVDA 20% @everyone
2025-12-15,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1129,@Brett (Admin) trimming SPY @ 23% @everyone
2025-12-15,09:52:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1130,@Unraveller (Admin)🔮 all out of META @everyone
2025-12-15,09:53:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1131,@Mike (Admin) all out of NVDA @everyone
2025-12-15,09:55:00,829754942817828884,Honeydrip daytrades,Brett (Admin),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1133,Cons up 30% on SPY. Stop moved to $683.20 @here
2025-12-15,09:56:00,1323708708374450247,Vero 1,Vero,QQQ,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,510,QQQ OUT RUNNER @ 100% PROFIT @Premium @Prodigy
2025-12-15,09:58:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1135,@Brett (Admin) all out of SPY @ 40% @everyone
2025-12-15,10:01:00,911389167169191946,Platinum nitro,Nitro Trades,AAPL,,,,,CLOSE,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,744,"@Owner Alerts Comment Closed AAPL just straight chop right now @nitro_trades Instagram , , [image]"
2025-12-15,10:04:00,911389167169191946,Platinum nitro,@Owner Alerts,SPY,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,747,"@Owner Alerts Comment Took out half here on SPY +20% @nitro_trades Instagram , , [image]"
2025-12-15,10:31:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1139,@Unraveller (Admin)🔮 trimming META @ 8% @everyone
2025-12-15,10:34:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1140,@Unraveller (Admin)🔮 trimming META @ 11% @everyone
2025-12-15,10:38:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1141,@Unraveller (Admin)🔮 trimming META @ 17% @everyone
2025-12-15,10:45:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1142,@Unraveller (Admin)🔮 trimming META @ 22% @everyone
2025-12-15,10:46:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1143,@Unraveller (Admin)🔮 trimming META @ 30% @everyone
2025-12-15,10:48:00,829754942817828884,Honeydrip daytrades,Brett (Admin),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1144,"Short signal on SPY for 40%. It ended up going 100%+, sold at $682. Great start to the week. @everyone"
2025-12-15,11:06:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1147,@Unraveller (Admin)🔮 trimming META @ 40% @everyone
2025-12-15,11:08:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1148,@Unraveller (Admin)🔮 trimming META @ 45% @everyone
2025-12-15,11:16:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1150,@Unraveller (Admin)🔮 trimming META @ 55% @everyone
2025-12-15,11:17:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1151,@Unraveller (Admin)🔮 trimming META @ 63% @everyone
2025-12-15,11:25:00,829754942817828884,Honeydrip daytrades,Unraveller (Admin)🔮,META,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1152,Meta above 650+. Now up 83% + @everyone
2025-12-16,09:47:00,1323708708374450247,Vero 1,@vero-alerts,QQQ,,,,,CLOSE,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,513,QQQ OUT @vero-alerts
2025-12-16,09:47:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1162,"@Unraveller (Admin)🔮 trimming AAPL 15% @everyone (edited) Tuesday, December 16, 2025 at 9:47 AM"
2025-12-16,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1164,@Unraveller (Admin)🔮 trimming AAPL 18% @everyone
2025-12-16,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AVGO,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1165,@Brett (Admin) trimming AVGO @ 13% @everyone
2025-12-16,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1166,@Unraveller (Admin)🔮 trimming AAPL 25% @everyone
2025-12-16,09:57:00,911389167169191946,Platinum nitro,@Owner Alerts,TSLA,,,,,CLOSE,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,755,"@Owner Alerts Comment Closed rest of TSLA there small w @nitro_trades Instagram , , [image]"
2025-12-16,10:03:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AVGO,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1171,@Brett (Admin) all out of AVGO @everyone
2025-12-16,10:06:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1176,@Unraveller (Admin)🔮 all out of SPY @everyone
2025-12-16,10:09:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AVGO,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1177,@Brett (Admin) all out of AVGO @everyone -22%
2025-12-16,10:16:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1181,"@Unraveller (Admin)🔮 trimming AMD @everyone 11% (edited) Tuesday, December 16, 2025 at 10:17 AM"
2025-12-16,10:17:00,911389167169191946,Platinum nitro,Nitro Trades,TSLA,,,,,CLOSE,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,760,"@Owner Alerts Comment Closed TSLA was worth a try there @nitro_trades Instagram , , [image]"
2025-12-16,10:18:00,1323708708374450247,Vero 1,@vero-alerts,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,516,SPY TRIM 1/2 @ 1.69 SL @ KEY LEVEL @vero-alerts
2025-12-16,10:20:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AVGO,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1182,@Brett (Admin) all out of AVGO @everyone -13.5%
2025-12-16,10:21:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1183,@Unraveller (Admin)🔮 trimming AMD @everyone 15%
2025-12-16,10:25:00,1323708708374450247,Vero 1,Vero,SPY,,,,,CLOSE,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,517,SPY OUT @ 2.15 Left runners in personal @vero-alerts
2025-12-16,10:25:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1184,@Unraveller (Admin)🔮 trimming AMD @everyone 27%
2025-12-16,10:25:00,911389167169191946,Platinum nitro,@Owner Alerts,QQQ,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,766,"@Owner Alerts Comment QQQ +40% @nitro_trades Instagram , , [image]"
2025-12-16,10:26:00,1323708708374450247,Vero 1,@vero-alerts,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,518,SPY OUT 1/2 RUNNERS @ 2.42 @vero-alerts
2025-12-16,10:26:00,911389167169191946,Platinum nitro,Nitro Trades,QQQ,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,768,"@Owner Alerts Comment QQQ +50% @nitro_trades Instagram , , [image]"
2025-12-16,10:28:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1186,@Unraveller (Admin)🔮 all out OF AMD @everyone
2025-12-16,10:38:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1190,@Brett (Admin) trimming SPY @ 9% @everyone
2025-12-16,10:39:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1191,@Unraveller (Admin)🔮 all out of AAPL-8% @everyone keep cons loaded
2025-12-16,10:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1194,@Brett (Admin) all out of SPY @everyone
2025-12-16,10:45:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1195,"@Unraveller (Admin)🔮 trimming TSLA 9% @everyone (edited) Tuesday, December 16, 2025 at 10:46 AM"
2025-12-16,10:49:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1196,@Unraveller (Admin)🔮 all out of TSLA @everyone
2025-12-16,10:53:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1199,@Unraveller (Admin)🔮 trimming TSLA @everyone
2025-12-16,10:54:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1200,@Unraveller (Admin)🔮 trimming TSLA 12% @everyone
2025-12-16,11:03:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1202,@Unraveller (Admin)🔮 trimming TSLA 15% @everyone
2025-12-16,11:08:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1204,@Brett (Admin) trimming SPY @ 9% @everyone
2025-12-16,11:09:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1206,@Unraveller (Admin)🔮 trimming TSLA 25% @everyone
2025-12-16,11:11:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1207,@Brett (Admin) trimming SPY @ 16% @everyone
2025-12-16,11:13:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1208,@Brett (Admin) trimming SPY @ 23% @everyone
2025-12-16,11:16:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),TSLA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1209,@Unraveller (Admin)🔮 all out of TSLA @everyone
2025-12-16,11:17:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1210,@Brett (Admin) trimming SPY @ 36% @everyone
2025-12-16,11:32:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1213,@Brett (Admin) all out of SPY @everyone
2025-12-16,12:58:00,1323708708374450247,Vero 1,Vero,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,519,SPY OUT RUNNER @ 120% PROFIT PATIENCE PAYS. @Premium @Prodigy
2025-12-17,09:40:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1226,@Unraveller (Admin)🔮 trimming AMD @ 10% @everyone
2025-12-17,09:42:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1227,@Unraveller (Admin)🔮 trimming AMD @ 15% @everyone
2025-12-17,09:44:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1228,@Unraveller (Admin)🔮 trimming AMD @ 18% @everyone
2025-12-17,09:45:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1229,@Unraveller (Admin)🔮 trimming AMD @ 26% @everyone
2025-12-17,09:46:00,1323708708374450247,Vero 1,@vero-alerts,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,521,SPY TRIM 1/2 @ 1.56 SL @ KEY LEVEL @vero-alerts
2025-12-17,09:46:00,829754942817828884,Honeydrip daytrades,@ADMINS,NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1232,@ADMINS trimming NVDA @ 10-13% @everyone
2025-12-17,09:47:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1233,@Unraveller (Admin)🔮 trimming AMD @ 33% @everyone
2025-12-17,09:48:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1234,@Unraveller (Admin)🔮 trimming AMD @ 40% @everyone
2025-12-17,09:49:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AMD,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1235,@Unraveller (Admin)🔮 all out of AMD @everyone
2025-12-17,09:49:00,911389167169191946,Platinum nitro,@Owner Alerts,SPY,,,,,CLOSE,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,773,"@Owner Alerts Comment CLosed SPY @nitro_trades Instagram , , [image]"
2025-12-17,09:50:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1236,@Mike (Admin) all out of NVDA @everyone
2025-12-17,09:51:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1238,@Brett (Admin) all out of NVDA @everyone
2025-12-17,09:56:00,911389167169191946,Platinum nitro,@Owner Alerts,SPY,,,,,CLOSE,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,776,"@Owner Alerts Comment Closed SPY just wayy to much wicking today across the board @nitro_trades Instagram , , [image]"
2025-12-17,09:57:00,1323708708374450247,Vero 1,Vero,SPY,,,,,CLOSE,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,522,SPY OUT @vero-alerts
2025-12-17,09:58:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1243,@Unraveller (Admin)🔮 all out of AAPL -6% @everyone
2025-12-17,10:00:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1245,"@Mike (Admin) trimming NVDA @ 15% @everyone (edited) Wednesday, December 17, 2025 at 10:01 AM"
2025-12-17,10:08:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1252,@Unraveller (Admin)🔮 trimming AAPL @ 6% @everyone
2025-12-17,10:10:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),AAPL,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1254,@Unraveller (Admin)🔮 all out of AAPL @everyone
2025-12-17,10:12:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1255,@Mike (Admin) trimming NVDA @ 19% @everyone
2025-12-17,10:23:00,829754942817828884,Honeydrip daytrades,Mike (Admin),NVDA,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1256,Fully out of NVDA in the green @here
2025-12-17,10:28:00,829754942817828884,Honeydrip daytrades,HoneyDrip (Scribe),SPY,,,,,CLOSE,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1260,@Unraveller (Admin)🔮 all out of SPY @everyone
2025-12-17,10:32:00,829754942817828884,Honeydrip daytrades,Mike (Admin),NVDA,,,,,TRIM,option,grab 829754942817828884 Honeydrip-daytrades 2026-09-19.txt,1261,Entries on NVDA @here . First trade did 13% and second trade did 20%. Nothing crazy but solid trade management and cash flow
2025-12-17,10:33:00,1323708708374450247,Vero 1,Vero,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,525,SPY TRIM 2/4 @ 1.03 SL @ KEY LEVEL @vero-alerts
2025-12-17,10:35:00,1323708708374450247,Vero 1,@vero-alerts,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,526,SPY TRIM 1/2 @ 1.42 SL @ KEY LEVEL @vero-alerts
2025-12-17,10:37:00,1323708708374450247,Vero 1,@vero-alerts,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,527,SPY OUT @ 1.72 Left a runner @vero-alerts
2025-12-17,10:42:00,911389167169191946,Platinum nitro,@Owner Alerts,QQQ,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,783,"@Owner Alerts Comment QQQ +25% @nitro_trades Instagram , , [image]"
2025-12-17,10:44:00,911389167169191946,Platinum nitro,@Owner Alerts,QQQ,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,786,"@Owner Alerts Comment QQQ +50% @nitro_trades Instagram , , [image]"
2025-12-17,10:45:00,1323708708374450247,Vero 1,Vero,SPY,,,,,TRIM,option,grab 1323708708374450247 Vero-1 2026-09-19.txt,528,SPY OUT 120% PROFIT LETS GO. @Premium @Prodigy
2025-12-17,10:45:00,911389167169191946,Platinum nitro,Nitro Trades,QQQ,,,,,TRIM,option,grab 911389167169191946 Platinum-nitro 2026-09-19.txt,788,"@Owner Alerts Comment QQQ PT HIT +101% @nitro_trades Instagram , , [image]"
