ts,date,time,room,caller,kind,symbol,side,strike,expiry_raw,expiry_resolved,occ,their_price,their_stop,their_target,msg_type,links_to,confidence,clue,already_in_master_alerts,source_file,source_message_verbatim
2026-04-14 11:58:24,2026-04-14,11:58:24,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,MWH,LONG,,,,,34.2,32.80,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $MWH Entry: $34.2 Levels: 35 / 35.5 / 36 / 37+ ⭕️ SL: 32.80 1/4 position ATR - 6.62% IPO U breakout! Start trimming at 1/2 ATR @MrMTrades
2026-04-15 10:03:30,2026-04-15,10:03:30,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,,,,,,,,,trim,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on TSLA, SL to b/e"
2026-04-16 09:49:33,2026-04-16,09:49:33,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AAPL,,,,,,,,,exit,,medium,"management message; ticker AAPL named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed AAPL here didn't get follow through on the break
2026-04-16 09:50:19,2026-04-16,09:50:19,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,PUT,375.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment TSLA $375p on watch, much smaller sizing again"
2026-04-16 09:50:54,2026-04-16,09:50:54,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,375.0,,,,1.94,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: TSLA $375p Price: $1.94 Comments:RISKY
2026-04-17 11:25:59,2026-04-17,11:25:59,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,410.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Watching TSLA $410c WILL BE VERY SMALL SIZED
2026-04-17 11:26:57,2026-04-17,11:26:57,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,410.0,,,,1.45,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: TSLA $410c Price: $1.45 Comments:HIGH RISK
2026-04-20 09:58:59,2026-04-20,09:58:59,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,AMPX,LONG,,,,,19.0,17,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea - MT $AMPX Entry: $19 Levels: 19.5 / 20 / 21 / 22 / 24 / 26+ ⭕️ SL: 17 1/2 position @MrMTrades
2026-04-20 11:34:13,2026-04-20,11:34:13,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MNQ,,,,,,,,,exit,,medium,"management message; ticker MNQ named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Futures Alerts Closed MNQ there for b/e trump just tweeted AGAIN and screwed the setup over lol
2026-04-21 09:40:38,2026-04-21,09:40:38,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,PUT,200.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $200p on watch
2026-04-21 10:03:50,2026-04-21,10:03:50,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,,,,,,,,,exit,,medium,"management message; ticker SPY named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed SPY here around b/e insane chop on this thing
2026-04-21 10:08:00,2026-04-21,10:08:00,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,QQQ,CALL,650.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment QQQ $650c on watch
2026-04-23 10:08:19,2026-04-23,10:08:19,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,PLTR,,,,,,,,,trim,,medium,"management message; ticker PLTR named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment PLTR LOCKED IN MAJORITY PROFITS, RUNNERS ONLY NOW"
2026-04-24 09:41:55,2026-04-24,09:41:55,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,375.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $375c on watch
2026-04-24 09:42:56,2026-04-24,09:42:56,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,385.0,,,,,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $385c not $375*
2026-04-24 09:48:31,2026-04-24,09:48:31,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,,,,,,,,,trim,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on TSLA, SL to b/e"
2026-04-24 09:52:36,2026-04-24,09:52:36,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,375.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,Comment Watching TSLA $375c again
2026-04-24 10:06:07,2026-04-24,10:06:07,ZTRADEZ (OPTIONS & STOCKS): 📶︱nitro-options #1470409110288601282,Nitro Trades,option,TSLA,PUT,370.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-31-2026.txt,Comment TSLA $370p on watch
2026-04-24 10:20:35,2026-04-24,10:20:35,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,META,CALL,672.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment META $672.5c on watch
2026-04-24 10:25:26,2026-04-24,10:25:26,ZTRADEZ (OPTIONS & STOCKS): 📶︱nitro-options #1470409110288601282,Nitro Trades,option,AMZN,CALL,260.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Sep-10-2026 (discord).txt,Comment AMZN $260c on watch
2026-04-27 06:33:44,2026-04-27,06:33:44,Low Key Stonks: 🦆phiccduck-alerts #1315499512353128498,PhiccDuck,equity,SWKS,LONG,,,,,64.0,,,add,,high,"the word ""shares"" makes this shares, not an option; one ticker in the message",no,signal-room-chat Sep-10-2026 (discord).txt,Should note adding shares here @64 @PhiccDuck Alerts $SWKS
2026-04-27 09:51:58,2026-04-27,09:51:58,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AMZN,PUT,260.0,,,,1.19,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: AMZN $260p Price: $1.19 Comments:none
2026-04-27 09:57:37,2026-04-27,09:57:37,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,362.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Watching TSLA $362.5p
2026-04-27 10:00:15,2026-04-27,10:00:15,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,PUT,362.5,,,,1.41,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: TSLA $362.5p Price: $1.41 Comments:none
2026-04-27 10:21:05,2026-04-27,10:21:05,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,PUT,713.0,,,,,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment SPY $713p on watcg
2026-04-27 14:30:49,2026-04-27,14:30:49,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,TDW,LONG,,,,,91.0,85.60,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $TDW Entry: $91 Levels: 93 / 95/ 98 / 100 / 105 / 110+ ⭕️ SL: 85.60 1/2 position ATR = 4.5% @MrMTrades
2026-04-27 14:54:20,2026-04-27,14:54:20,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,CRML,LONG,,,,,13.8,12.35,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $CRML Entry: 13.80 (break) Levels: 13.9 / 14.2 / 14.5 / 15 / 16+ ⭕️ SL: 12.35 1/2 position ATR = 12% @MrMTrades
2026-04-27 22:30:31,2026-04-27,22:30:31,Platinum Trading: 🟣│futures-alerts #911390080285962290,PT | Nitro Trades,future,GC,,,,,,,,,exit,,medium,"management message; ticker GC named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Futures Alerts Closed GC there team thats all for today, wonderful asian session closing off at +$1k"
2026-04-28 02:30:00,2026-04-28,02:30:00,Platinum Trading: 🟣│futures-alerts #911390080285962290,PT | Nitro Trades,future,GC,,,,,,,,,exit,,medium,"management message; ticker GC named, contract details come from the linked entry",no,corpus/911390080285962290-2026-08-24.txt,"@Futures Alerts Closed GC there team thats all for today, wonderful asian session closing off at +$1k"
2026-04-28 09:58:07,2026-04-28,09:58:07,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,PUT,711.0,tomorrow,2026-04-29,SPY260429P00711000,,,,commentary,,medium,"message says ""tomorrow"" -> next trading day after 2026-04-28; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment SPY $711p on watch, again lighter sized market still choppy as we have fomc tomorrow"
2026-04-28 10:08:02,2026-04-28,10:08:02,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,392.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment TSLA $392.5c on watch, again light sized"
2026-04-30 09:38:51,2026-04-30,09:38:51,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,PUT,205.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $205p on watch
2026-04-30 10:31:40,2026-04-30,10:31:40,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MNQ,LONG,,,,,27258.0,,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Aug-23-2026.txt,@Futures Alerts IN MNQ LONG @ $27258
2026-05-01 09:53:49,2026-05-01,09:53:49,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,PUT,200.0,,,,1.63,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $200p Price: $1.63 Comments:none
2026-05-01 09:55:28,2026-05-01,09:55:28,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,,,,,,,,,exit,,medium,"management message; ticker NVDA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed NVDA there INSANE movement on this thing right now
2026-05-01 10:04:01,2026-05-01,10:04:01,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,PLTR,PUT,143.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment PLTR $143p on watch, will be MUCH smaller sized than first two trades"
2026-05-01 10:16:17,2026-05-01,10:16:17,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AMZN,CALL,272.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment AMZN $272.5c on watch for a lotto to end the day off
2026-05-04 09:41:32,2026-05-04,09:41:32,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,397.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $397.5c on watch
2026-05-04 19:54:03,2026-05-04,19:54:03,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MGC,,,,,,,,,exit,,medium,"management message; ticker MGC named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Futures Alerts Closed MGC here for a nice win, insta wicked with a massive drop"
2026-05-05 09:34:24,2026-05-05,09:34:24,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,AMZN,LONG,,,,,277.0,260,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea - MT $AMZN Entry: $277 Levels: 280 / 285 / 290 / 300 / 320 / 350+ ⭕️ SL: 260 1/2 position @MrMTrades
2026-05-05 09:39:08,2026-05-05,09:39:08,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,GLW,LONG,,,,,166.0,160,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea - MT $GLW Entry: $166 Levels: 168 / 170 / 172 / 175 / 179 / 185 / 190+ ⭕️ SL: 160 1/2 position @MrMTrades
2026-05-05 10:50:18,2026-05-05,10:50:18,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,385.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $385p on watch
2026-05-05 11:23:39,2026-05-05,11:23:39,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,AAPL,PUT,280.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment AAPL $280p on watch for a LOTTO
2026-05-05 11:45:36,2026-05-05,11:45:36,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,SPY,,,,,,,,,exit,,medium,"management message; ticker SPY named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed SPY here ladies and gentlemen zero movementat all
2026-05-05 21:05:38,2026-05-05,21:05:38,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MNQ,LONG,,,,,28286.75,,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Aug-23-2026.txt,@Futures Alerts IN MNQ LONG @ $28286.75
2026-05-06 01:05:00,2026-05-06,01:05:00,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MNQ,LONG,,,,,28286.75,,,entry,,high,direction and symbol written; entry price written in the message,no,corpus/911390080285962290-2026-08-24.txt,@Futures Alerts IN MNQ LONG @ $28286.75
2026-05-06 14:49:20,2026-05-06,14:49:20,Low Key Stonks: 🐠kaori-alerts #1315499776741081138,ᴋᴀᴢᴜSSI,option,UBER,CALL,90.0,tomorrow,2026-05-07,UBER260507C00090000,0.85,,,add,,medium,"message says ""tomorrow"" -> next trading day after 2026-05-06",no,signal-room-chat Sep-10-2026 (discord).txt,Added post ER short swing for $UBER 90C June monthly @0.85 Targeting continuation but will average down tomorrow if theres a pullback but planning to hold until end of next week minimum
2026-05-07 11:50:04,2026-05-07,11:50:04,Platinum Trading: 🟣│futures-alerts #911390080285962290,PT | Nitro Trades,future,MNQ,,,,,,,,,exit,,medium,"management message; ticker MNQ named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Futures Alerts Closed MNQ there, as i said not too clean but always give a try on first crt w trend regardless"
2026-05-07 13:27:54,2026-05-07,13:27:54,Platinum Trading: 🟣│futures-alerts #911390080285962290,PT | Nitro Trades,future,MNQ,SHORT,,,,,,,,commentary,,low,"direction and symbol written; entry price NOT stated - left blank; watching wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Futures Alerts Watching MNQ short off price action from this bad news and BOS + FVG
2026-05-08 09:38:20,2026-05-08,09:38:20,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,CALL,215.0,,,,1.85,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $215c Price: $1.85 Comments:RISKY
2026-05-08 09:44:08,2026-05-08,09:44:08,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,,,,,,,,,trim,,medium,"management message; ticker NVDA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on NVDA, SL to around b/e"
2026-05-11 09:43:19,2026-05-11,09:43:19,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,CALL,217.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $217.5c on watch again
2026-05-11 09:43:48,2026-05-11,09:43:48,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,CALL,217.5,,,,2.09,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $217.5c Price: $2.09 Comments:RISKY
2026-05-11 09:44:45,2026-05-11,09:44:45,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,,,,,,,,,trim,,medium,"management message; ticker NVDA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on NVDA, SL to b/e again"
2026-05-12 09:34:04,2026-05-12,09:34:04,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,CALL,222.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $222.5c on watch
2026-05-12 09:36:11,2026-05-12,09:36:11,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,CALL,222.5,,,,2.3,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $222.5c Price: $2.30 Comments:none
2026-05-12 10:38:30,2026-05-12,10:38:30,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MNQ,,,,,,,,,exit,,medium,"management message; ticker MNQ named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Futures Alerts Closed MNQ there BOS + FVG couldn't get enough weakness Will flip back to funded account for next setup
2026-05-13 09:46:00,2026-05-13,09:46:00,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,PUT,222.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $222.5p on watch
2026-05-13 09:47:25,2026-05-13,09:47:25,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,CALL,222.5,,,,,,,trim,2026-05-12 09:36:11,medium,"management message; ticker NVDA named, contract details come from the linked entry; contract inherited from the linked entry at 2026-05-12 09:36:11",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on NVDA, SL to b/e"
2026-05-14 10:35:55,2026-05-14,10:35:55,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,,,,,,,,,trim,,medium,"management message; ticker NVDA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on NVDA, SL to around b/e"
2026-05-15 09:36:02,2026-05-15,09:36:02,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,PUT,225.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $225p on watch
2026-05-18 09:38:25,2026-05-18,09:38:25,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,PUT,225.0,,,,1.66,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $225p Price: $1.66 Comments:None
2026-05-18 11:18:31,2026-05-18,11:18:31,TradingTheTrend: 🎰lotto-alerts #880503518878892143,Edtrader,option,,,,,,,,,,trim,,low,management wording but no ticker in the message; linked by the caller's last open trade in this room,no,signal-room-chat Sep-10-2026 (discord).txt,"Had a chance to trim last Wednesday on that spike to 0.2-0.21, ended up going to 0 for me with no trim."
2026-05-20 09:41:54,2026-05-20,09:41:54,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,CALL,417.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $417.5c on watch* NOT $407.5
2026-05-20 10:02:55,2026-05-20,10:02:55,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MES,SHORT,,,,,7391.5,,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Aug-23-2026.txt,@Futures Alerts IN MES SHORT @ $7391.50
2026-05-20 10:23:28,2026-05-20,10:23:28,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,405.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $405p on watch
2026-05-20 10:24:21,2026-05-20,10:24:21,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,405.0,,,,1.79,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: TSLA $405p Price: $1.79 Comments:RISKY
2026-05-20 10:27:37,2026-05-20,10:27:37,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,,,,,,,,,exit,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed rest of TSLA there nice w
2026-05-20 10:29:40,2026-05-20,10:29:40,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,PUT,405.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $405p on watch again WILL BE BASICALLY LOTTO SIZED IF WE PLAY IT
2026-05-22 09:46:48,2026-05-22,09:46:48,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,PUT,217.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $217.5p on watch
2026-05-22 09:48:24,2026-05-22,09:48:24,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,PUT,217.5,,,,1.45,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $217.5p Price: $1.45 Comments:none
2026-05-22 09:57:49,2026-05-22,09:57:49,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,PUT,217.5,,,,1.51,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: NVDA $217.5p Price: $1.51 Comments:RISKY
2026-05-26 09:40:27,2026-05-26,09:40:27,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,PUT,422.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $422.5p on watch
2026-05-26 10:15:05,2026-05-26,10:15:05,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,QQQ,,,,,,,,,trim,,medium,"management message; ticker QQQ named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on QQQ, SL to b/e"
2026-05-26 11:02:02,2026-05-26,11:02:02,Platinum Trading: 🟣│futures-alerts #911390080285962290,@Futures Alerts,future,MGC,SHORT,,,,,513.4,,,entry,,high,direction and symbol written; entry price written in the message,no,signal-room-chat Aug-23-2026.txt,"@Futures Alerts IN MGC SHORT @ $4,513.4"
2026-05-27 09:33:15,2026-05-27,09:33:15,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,PUT,210.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $210p on watch
2026-05-27 09:40:27,2026-05-27,09:40:27,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,QQQ,PUT,728.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment QQQ $728p on watch
2026-05-27 09:43:30,2026-05-27,09:43:30,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,QQQ,PUT,728.0,,,,2.13,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: QQQ $728p Price: $2.13 Comments:RISKY
2026-05-28 15:11:43,2026-05-28,15:11:43,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,option,AAOI,,,,,,,,,exit,,medium,"management message; ticker AAOI named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,NOTES / COMMENT Optics stocks having a weak price action. VIAV stopped out AAOI - reduced and still following the plan @MrMTrades
