date,entry_time,event_time,room,caller,symbol,contract,entry,event,reported_exit,reported_pct,profit_per_contract,calculated_pct,implied_exit,trim_size,basis,raw
2026-08-21,09:57:28,10:05:21,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,,TSLA,TSLA 352.5C 8/24 @ 3.70,3.7,full exit,100.0,100.0,,2602.7027027027025,,,caller-stated,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 10:05 AM Friday, August 21, 2026 at 10:05 AM @Mike (Admin) all out of TSLA @ 100% @everyone"
2026-08-21,10:00:10,10:05:30,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485C 8/26 @ 4.00,4.0,partial trim,,19.0,,,4.76,,caller-stated,"HoneyDrip (Scribe): [ 10:05 AM ] Friday, August 21, 2026 at 10:05 AM @Unraveller (Admin)🔮 trimming MSFT 19% @everyone"
2026-08-21,09:57:28,10:06:43,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,,TSLA,TSLA 352.5C 8/24 @ 3.70,3.7,partial trim,,100.0,,,7.4,,caller-stated,"HoneyDrip (Scribe): [ 10:06 AM ] Friday, August 21, 2026 at 10:06 AM @Brett (Admin) trimming TSLA @ 100% @everyone"
2026-08-21,09:57:28,10:07:12,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,,TSLA,TSLA 352.5C 8/24 @ 3.70,3.7,full exit,100.0,100.0,,2602.7027027027025,,,caller-stated,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 10:07 AM Friday, August 21, 2026 at 10:07 AM @Brett (Admin) all out of TSLA @ 100% @everyone"
2026-08-21,10:00:10,10:07:22,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485C 8/26 @ 4.00,4.0,partial trim,,23.0,,,4.92,,caller-stated,"HoneyDrip (Scribe): [ 10:07 AM ] Friday, August 21, 2026 at 10:07 AM @Unraveller (Admin)🔮 trimming MSFT 23% @everyone"
2026-08-21,10:00:10,10:08:53,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485C 8/26 @ 4.00,4.0,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): [ 10:08 AM ] Friday, August 21, 2026 at 10:08 AM @Unraveller (Admin)🔮 all out of MSFT @everyone"
2026-08-21,10:00:10,10:10:52,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485C 8/26 @ 4.00,4.0,partial trim,,32.0,,,5.28,,caller-stated,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 10:10 AM Friday, August 21, 2026 at 10:10 AM @Unraveller (Admin)🔮 trimming MSFT 32% @everyone"
2026-08-21,09:55:45,10:14:24,VeroTrade: ✅⏐vero-trades,,QQQ,QQQ 710P 8/21 @ 1.45,1.45,partial trim,,,,,,0.5,caller trim; price unavailable,"Vero: Vero [PAID], Server Tag: PAID PAID QQQ 710P 8/21 1.45 4 CONTRACTS @vero-alerts Vero [PAID], Server Tag: PAID PAID Owner — 10:14 AM Friday, August 21, 2026 at 10:14 AM QQQ TRIM 2/4 @ 1.72 SL @ KEY LEVEL @vero-alerts"
2026-08-21,09:33:15,10:15:49,ZTRADEZ (OPTIONS & STOCKS): ◽︱🎩mr-top-hat,MR.TOPHAT (OPTIONS/FUTURES),IWM,IWM 300P 0DTE @ 1.05,1.05,full exit,,93.0,,,2.0265000000000004,,caller-stated,"MR.TOPHAT (OPTIONS/FUTURES): MR.TOPHAT (OPTIONS/FUTURES) APP — 10:15 AM Friday, August 21, 2026 at 10:15 AM @everyone IWM 298P 0dte 0.16 - 0.31 Closing leaving a few runners with a trailing sl now +93% banger baby lfggg Easy easy money © 2021-2026, Horizon Analytics, LLC"
2026-08-21,09:33:15,10:17:19,ZTRADEZ (OPTIONS & STOCKS): ◽︱🎩mr-top-hat,MR.TOPHAT (OPTIONS/FUTURES),IWM,IWM 300P 0DTE @ 1.05,1.05,full exit,2021.0,125.0,,192376.19047619047,,,caller-stated,"MR.TOPHAT (OPTIONS/FUTURES): [ 10:17 AM ] Friday, August 21, 2026 at 10:17 AM @everyone IWM 298P 0dte 0.16 - 0.36 all out +125% © 2021-2026, Horizon Analytics, LLC"
2026-08-21,09:55:45,10:20:01,VeroTrade: ✅⏐vero-trades,,QQQ,QQQ 710P 8/21 @ 1.45,1.45,partial trim,,,,,,0.5,caller trim; price unavailable,"@vero-alerts: [ 10:20 AM ] Friday, August 21, 2026 at 10:20 AM QQQ TRIM 1/2 @ 2.00 In a runner for full target @vero-alerts"
2026-08-21,10:00:10,10:21:43,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485C 8/26 @ 4.00,4.0,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 10:21 AM Friday, August 21, 2026 at 10:21 AM @Unraveller (Admin)🔮 all out of MSFT @everyone"
2026-08-21,09:55:45,10:27:09,VeroTrade: ✅⏐vero-trades,,QQQ,QQQ 710P 8/21 @ 1.45,1.45,full exit,,,,,,,caller exit; price unavailable,"Vero: Vero [PAID], Server Tag: PAID PAID Owner — 10:27 AM Friday, August 21, 2026 at 10:27 AM QQQ OUT @vero-alerts"
2026-08-21,10:35:34,10:38:15,ZTRADEZ (OPTIONS & STOCKS): 📶︱stormzyy,Stormzy,MGC,MGC @ 4646.40,4646.4,full exit,,,,,,,caller exit; price unavailable,"Stormzy: [ 10:38 AM ] Friday, August 21, 2026 at 10:38 AM @everyone Trade Alert Stopped out -2.8 Points. Golden Zone + VWAP failed."
2026-08-21,09:33:15,11:24:59,ZTRADEZ (OPTIONS & STOCKS): ◽︱🎩mr-top-hat,MR.TOPHAT (OPTIONS/FUTURES),IWM,IWM 300P 0DTE @ 1.05,1.05,full exit,,,,,,,caller exit; price unavailable,"MR.TOPHAT (OPTIONS/FUTURES): MR.TOPHAT (OPTIONS/FUTURES) APP — 11:24 AM Friday, August 21, 2026 at 11:24 AM @everyone BTO IWM 298C 8/24/16 @1.66 possible run here if it breaks back into the orb and above VWAP otherwise we take a small L © 2021-2026, Horizon Analytics, LLC"
2026-08-21,12:14:25,12:16:45,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,Market Guru™ Alerts,MNQ,MNQ @ 29400.00,29400.0,partial trim,,,,,,,caller trim; price unavailable,Market Guru™ Alerts: @everyone 17 points trim 1 Do not take this as financial advice! || ⏱︎ 12:16:45 EST Do not take this as financial advice! || ⏱︎ 12:16:45 EST
2026-08-21,12:14:25,12:21:34,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,Market Guru™ Alerts,MNQ,MNQ @ 29400.00,29400.0,partial trim,,,,,,,caller trim; price unavailable,"Market Guru™ Alerts: Market Guru™ Alerts APP — 12:21 PM Friday, August 21, 2026 at 12:21 PM @everyone 52 points trim 2 Do not take this as financial advice! || ⏱︎ 12:21:33 EST"
2026-08-21,13:03:02,13:15:50,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,,MGC,MGC @ 4690.00,4690.0,partial trim,,,,,,,caller trim; price unavailable,"Market Guru™ Alerts: Market Guru™ Alerts APP — 1:15 PM Friday, August 21, 2026 at 1:15 PM @everyone 110 trim ticks Do not take this as financial advice! || ⏱︎ 13:15:50 EST"
2026-08-21,13:48:22,13:50:51,ZTRADEZ (OPTIONS & STOCKS): 📶︱stormzyy,Stormzy,MNQ,MNQ @ 29408.50,29408.5,full exit,,,,,,,caller exit; price unavailable,"Stormzy: [ 1:50 PM ] Friday, August 21, 2026 at 1:50 PM @everyone Trade Alert Stopped out -15 Points MNQ."
2026-08-21,14:38:59,15:39:32,ZTRADEZ (OPTIONS & STOCKS): ◽︱🐼evapanda,EvaPanda Alerts,MSFT,MSFT 520C 09/18/2026 @ 2.62,2.62,partial trim,,10.0,,,2.8820000000000006,0.5,caller-stated,"EvaPanda Alerts: @everyone Update: MSFT swings + 10%, 2.62 2.90 +30 per contract i'll be holding, need to hit 485 for me to take 1/2 off. ©Turning Points Entities, Inc. Official EvaPanda Bot. For Information purposes only, not financial advice. 08/21/26 ● 03:39:32 PM ©Turning Points Entities, Inc. Official EvaPanda Bot. For Information purposes only, not financial advice. 08/21/26 ● 03:39:32 PM"
2026-08-24,10:44:18,10:56:47,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 4.85,4.85,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 10:56 AM Monday, August 24, 2026 at 10:56 AM @Unraveller (Admin)🔮 all out of MSFT @everyone"
2026-08-24,10:52:40,10:59:09,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,Market Guru™ Alerts,MNQ,MNQ @ 29095.00,29095.0,partial trim,,,,,,,caller trim; price unavailable,"Market Guru™ Alerts: Market Guru™ Alerts APP — 10:59 AM Monday, August 24, 2026 at 10:59 AM @everyone 18 points trim Do not take this as financial advice! || ⏱︎ 10:59:09 EST"
2026-08-24,11:03:15,11:04:03,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 4.99,4.99,partial trim,,10.0,,,5.489000000000001,,caller-stated,"HoneyDrip (Scribe): [ 11:04 AM ] Monday, August 24, 2026 at 11:04 AM @Unraveller (Admin)🔮 trimming MSFT @ 10% @everyone"
2026-08-24,10:52:40,11:06:02,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,Market Guru™ Alerts,MNQ,MNQ @ 29095.00,29095.0,partial trim,,,,,,,caller trim; price unavailable,Market Guru™ Alerts: @everyone 51 points trim 2 Do not take this as financial advice! || ⏱︎ 11:06:02 EST Do not take this as financial advice! || ⏱︎ 11:06:02 EST
2026-08-24,11:03:15,11:07:36,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 4.99,4.99,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): HoneyDrip (Scribe) ADMINS — 11:07 AM Monday, August 24, 2026 at 11:07 AM @Unraveller (Admin)🔮 all out of MSFT @everyone"
2026-08-24,11:05:26,11:37:38,ZTRADEZ (OPTIONS & STOCKS): ◽︱😈demon,Demon Alerts,QQQ,QQQ 704P 8/24 @ 0.74,0.74,full exit,,,,,,,caller exit; price unavailable,"Demon Alerts: Demon Alerts APP — 11:37 AM Monday, August 24, 2026 at 11:37 AM Stopped out of $QQQ, still in $TSLA @everyone"
2026-08-24,11:29:16,11:38:48,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,15.0,,,,,caller-stated,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 11:38 AM Monday, August 24, 2026 at 11:38 AM 15% trim @here"
2026-08-24,11:29:16,11:40:36,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,,,,,0.5,caller trim; price unavailable,"👑KingBeeAri🐝: [ 11:40 AM ] Monday, August 24, 2026 at 11:40 AM Trimming half @here"
2026-08-24,11:35:21,11:51:26,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,9.0,,,6.322,,caller-stated,"Unraveller (Admin)🔮: [ 11:51 AM ] Monday, August 24, 2026 at 11:51 AM Trimmed 9% @here"
2026-08-24,11:35:21,11:56:57,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,10.0,,,6.38,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 11:56 AM Monday, August 24, 2026 at 11:56 AM 10% @here"
2026-08-24,11:35:21,11:59:04,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,16.0,,,6.728,,caller-stated,"Unraveller (Admin)🔮: [ 11:59 AM ] Monday, August 24, 2026 at 11:59 AM 16% @here fulll size trade during chop"
2026-08-24,12:04:08,12:04:53,TradingTheTrend: 🚨option-alerts🚨,TradingTheTrend,SPY,SPY 770C 8/31 @ 2.68,2.68,partial trim,,66.0,,,4.4488,,caller-stated,"Namrood-BOT: Namrood-BOT VERIFIED APP APP — 12:04 PM Monday, August 24, 2026 at 12:04 PM @everyone 📊 ALERTS Close or Trim & Set SL to BE [1;30;47mSPY 765C 2026-08-24 0.5000 → 0.83 P/L: +66.00% ($33.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 12:04 PM EST"
2026-08-24,10:57:25,12:39:58,ZTRADEZ (OPTIONS & STOCKS): ◽︱😈demon,Demon Alerts,TSLA,TSLA 362.5C 8/24 @ 0.60,0.6,full exit,0.0,,,-100.0,,,caller-stated,"Demon Alerts: Demon Alerts APP — 12:39 PM Monday, August 24, 2026 at 12:39 PM Stopped out of TSLA as well, 0/2 today @everyone"
2026-08-24,11:35:21,12:41:04,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,20.0,,,6.96,,caller-stated,"Unraveller (Admin)🔮: [ 12:41 PM ] Monday, August 24, 2026 at 12:41 PM 20% @here"
2026-08-24,11:29:16,12:51:25,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,14.0,,,,,caller-stated,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 12:51 PM Monday, August 24, 2026 at 12:51 PM Meta back green 14% @here"
2026-08-24,11:29:16,12:51:35,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,16.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 12:51 PM ] Monday, August 24, 2026 at 12:51 PM 16%"
2026-08-24,11:29:16,12:53:00,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,20.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 12:53 PM ] Monday, August 24, 2026 at 12:53 PM 20%"
2026-08-24,11:35:21,12:56:48,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,25.0,,,7.25,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 12:56 PM Monday, August 24, 2026 at 12:56 PM 25% @here"
2026-08-24,12:55:19,13:07:13,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options,Namrood-BOT,IWM,IWM 298C 0DTE,,partial trim,,30.3,,,,,caller-stated,Namrood-BOT: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE TRIM [1;30;47mIWM 298C 2026-08-24 0.3300 → 0.43 P/L: +30.30% ($10.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:07 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:07 PM EST
2026-08-24,12:55:19,13:08:08,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options,Namrood-BOT,IWM,IWM 298C 0DTE,,partial trim,,45.45,,,,,caller-stated,Namrood-BOT: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE TRIM [1;30;47mIWM 298C 2026-08-24 0.3300 → 0.48 P/L: +45.45% ($15.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:08 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:08 PM EST
2026-08-24,12:55:19,13:10:08,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options,Namrood-BOT,IWM,IWM 298C 0DTE,,partial trim,,57.58,,,,,caller-stated,Namrood-BOT: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE [1;30;47mIWM 298C 2026-08-24 0.3300 → 0.52 P/L: +57.58% ($19.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:10 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:10 PM EST
2026-08-24,12:22:41,13:12:37,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options,Namrood-BOT,QQQ,QQQ 711C 0DTE,,partial trim,,96.97,,,,,caller-stated,Namrood-BOT: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE ENJOY! Recovered the QQQ Calls [1;30;47mIWM 298C 2026-08-24 0.3300 → 0.65 P/L: +96.97% ($32.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:12 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 01:12 PM EST
2026-08-24,11:29:16,13:13:23,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,25.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 1:13 PM ] Monday, August 24, 2026 at 1:13 PM 25%"
2026-08-24,11:29:16,13:16:14,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,partial trim,,28.0,,,,,caller-stated,"👑KingBeeAri🐝: [ 1:16 PM ] Monday, August 24, 2026 at 1:16 PM 28% META @here"
2026-08-24,11:35:21,13:56:54,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,35.0,,,7.83,,caller-stated,"Unraveller (Admin)🔮: [ 1:56 PM ] Monday, August 24, 2026 at 1:56 PM 35% on tsla @here"
2026-08-24,11:29:16,13:57:01,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,META,META 565C 8/26,,full exit,,,,,,,caller exit; price unavailable,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 1:57 PM Monday, August 24, 2026 at 1:57 PM Fully out of meta @here"
2026-08-24,11:35:21,14:21:11,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,38.0,,,8.004,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 2:21 PM Monday, August 24, 2026 at 2:21 PM 38% here new lows on tsla. If they can break low of day they may bag this @here"
2026-08-24,11:35:21,14:28:52,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,40.0,,,8.12,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 2:28 PM Monday, August 24, 2026 at 2:28 PM 40%"
2026-08-24,11:35:21,14:44:19,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,45.0,,,8.41,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 2:44 PM Monday, August 24, 2026 at 2:44 PM 45% tsla. Just keep going baby come on @here"
2026-08-24,11:35:21,14:47:38,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,50.0,,,8.7,,caller-stated,"Unraveller (Admin)🔮: [ 2:47 PM ] Monday, August 24, 2026 at 2:47 PM 50%"
2026-08-24,11:35:21,14:58:31,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller (Admin)🔮,TSLA,TSLA 355P @ 5.80,5.8,partial trim,,90.0,,,11.02,,caller-stated,"Unraveller (Admin)🔮: Unraveller (Admin)🔮 ADMINS — 2:58 PM Monday, August 24, 2026 at 2:58 PM 90% on tsla @here"
2026-08-24,14:54:33,15:14:18,ZTRADEZ (OPTIONS & STOCKS): ◽︱🎯tlm-options,TLM,TSLA,TSLA 340P 8/28,2.57,full exit,,,,,,,caller exit; price unavailable,"TLM: TLM Open @everyone Tsla Aug 28 340 put at 2.57 Target 2.87 TLM — 3:14 PM Monday, August 24, 2026 at 3:14 PM Close or stops above entry @everyone Tsla Aug 28 340 put at 2.90 Target 2.87 achieved"
2026-08-24,15:27:52,15:38:56,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options,Namrood-BOT,WMT,WMT 110C 9/18/2026,,partial trim,,8.04,,,,,caller-stated,Namrood-BOT: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE Trim if u want [1;30;47mWMT 110C 2026-09-18 1.1200 → 1.21 P/L: +8.04% ($9.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 03:38 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 03:38 PM EST
2026-08-24,11:41:12,15:42:44,ZTRADEZ (OPTIONS & STOCKS): ◽︱🎩mr-top-hat,MR.TOPHAT (OPTIONS/FUTURES),SPCX,SPCX 137C 4DTE @ 4.34,4.34,full exit,,,,,,,caller exit; price unavailable,"MR.TOPHAT (OPTIONS/FUTURES): [ 3:42 PM ] Monday, August 24, 2026 at 3:42 PM @everyone going to average down here on SPCX new average is 3.56 if this mf don't move up tomorrow we will take the L on it. lets see © 2021-2026, Horizon Analytics, LLC"
2026-08-24,15:27:52,16:00:25,ZTRADEZ (OPTIONS & STOCKS): ◽︱namrood-options,Namrood-BOT,WMT,WMT 110C 9/18/2026,,partial trim,,11.61,,,,,caller-stated,Namrood-BOT: @Namrood-Bot 💎 PREMIUM ALERT 💎 PREMIUM ALERT Close or Trim & Set SL to BE [1;30;47mWMT 110C 2026-09-18 1.1200 → 1.25 P/L: +11.61% ($13.00)[0m @Namrood - LIVE DASHBOARD @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 04:00 PM EST @ZTRADEZ (OPTIONS & STOCKS) | Monday - 08-24-2026 04:00 PM EST
2026-08-24,20:38:21,20:46:42,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,Market Guru™ Alerts,MGC,MGC @ 4755.00,4755.0,partial trim,,,,,,,caller trim; price unavailable,Market Guru™ Alerts: @everyone 71 ticks trim maximum Do not take this as financial advice! || ⏱︎ 20:46:41 EST Do not take this as financial advice! || ⏱︎ 20:46:41 EST
2026-08-24,20:38:21,20:56:39,ZTRADEZ (OPTIONS & STOCKS): 🚀︱guru-futures,Market Guru™ Alerts,MGC,MGC @ 4755.00,4755.0,partial trim,,,,,,,caller trim; price unavailable,"Market Guru™ Alerts: Market Guru™ Alerts APP — 8:56 PM Monday, August 24, 2026 at 8:56 PM @everyone 120 ticks trim 2 Do not take this as financial advice! || ⏱︎ 20:56:39 EST"
2026-08-25,09:32:02,09:32:26,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 5.40,5.4,partial trim,,8.0,,,5.832000000000001,,caller-stated,"HoneyDrip (Scribe): [ 9:32 AM ] Tuesday, August 25, 2026 at 9:32 AM @Unraveller (Admin)🔮 trimming MSFT @ 8% @everyone"
2026-08-25,09:32:02,09:34:50,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 5.40,5.4,partial trim,,10.0,,,5.940000000000001,,caller-stated,"HoneyDrip (Scribe): [ 9:34 AM ] Tuesday, August 25, 2026 at 9:34 AM @Unraveller (Admin)🔮 trimming MSFT @ 10% @everyone"
2026-08-25,09:32:02,09:37:32,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 5.40,5.4,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): [ 9:37 AM ] Tuesday, August 25, 2026 at 9:37 AM @Unraveller (Admin)🔮 all out of MSFT, keep same cons loaded @everyone"
2026-08-25,09:38:45,09:41:02,ZTRADEZ (OPTIONS & STOCKS): 🟢︱🏆top-flow,bullwinkle0001,AMD,AMD 490C @ 5.30,5.3,partial trim,,,,,,0.5,caller trim; price unavailable,"Bullwinkle: APP bullwinkle0001 AMD ENTRY WILL BE 5.15 Bullwinkle EDU — 9:41 AM Tuesday, August 25, 2026 at 9:41 AM AMD | 5.95 OUT HALF"
2026-08-25,09:38:45,09:41:28,ZTRADEZ (OPTIONS & STOCKS): 🟢︱🏆top-flow,bullwinkle0001,AMD,AMD 490C @ 5.30,5.3,full exit,,,,,,,caller exit; price unavailable,"Bullwinkle: APP bullwinkle0001 AMD ENTRY WILL BE 5.15 Bullwinkle EDU — 9:41 AM Tuesday, August 25, 2026 at 9:41 AM AMD | OUT"
2026-08-25,09:39:50,09:45:40,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 4.60,4.6,full exit,,,,,,,caller exit; price unavailable,"HoneyDrip (Scribe): [ 9:45 AM ] Tuesday, August 25, 2026 at 9:45 AM @Unraveller (Admin)🔮 all out of MSFT @everyone"
2026-08-25,09:51:06,09:52:00,Honey Drip Network 🍯💰📈: ☀️｜daytrades-scalps,Unraveller,MSFT,MSFT 485P 8/28 @ 3.90,3.9,partial trim,,,,,,,caller trim; price unavailable,"HoneyDrip (Scribe): [ 9:52 AM ] Tuesday, August 25, 2026 at 9:52 AM @Unraveller (Admin)🔮 trimming MSFT @everyone"
2026-08-25,09:52:05,09:53:42,ZTRADEZ (OPTIONS & STOCKS): 🟢︱🔪scalps,Bullwinkle,COIN,COIN 182.5C @ 3.23,3.23,partial trim,3.25,,,0.6191950464396291,,,caller-stated,"Bullwinkle: Bullwinkle COIN | $182.5 C 3.23 @everyone Bullwinkle EDU — 9:53 AM Tuesday, August 25, 2026 at 9:53 AM added around low 3's just 2 more this is dangerous BTW will attempt to ape out around 3.25 trim then 3.30"
2026-08-25,09:52:05,09:54:33,ZTRADEZ (OPTIONS & STOCKS): 🟢︱🔪scalps,Bullwinkle,COIN,COIN 182.5C @ 3.23,3.23,full exit,3.3,,,2.167182662538695,,,caller-stated,"Bullwinkle: Bullwinkle COIN | $182.5 C 3.23 @everyone Bullwinkle EDU — 9:54 AM Tuesday, August 25, 2026 at 9:54 AM COIN 3.12 AVG OUT 3.30"
2026-08-25,09:42:43,09:54:53,Honey Drip Network 🍯💰📈: 👑｜aristotle-trades,👑KingBeeAri🐝,UPS,UPS 105C 9/18,,partial trim,,10.0,,,,,caller-stated,"👑KingBeeAri🐝: 👑KingBeeAri🐝 [DRIP], Server Tag: DRIP DRIP OWNER🤴🏾 — 9:54 AM Tuesday, August 25, 2026 at 9:54 AM 10% UPS @here"
