Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
META260810C00595000,META260810C00595000,Sell,Filled,1,1,4.5600000000,4.5600000000,DAY,08/07/2026 09:47:58 EDT,08/07/2026 09:47:58 EDT
AMD260810P00475000,AMD260810P00475000,Sell,Filled,1,1,4.3000000000,4.3000000000,DAY,08/07/2026 09:46:14 EDT,08/07/2026 09:46:14 EDT
META260810C00595000,META260810C00595000,Buy,Filled,1,1,@4.5000000000,4.5000000000,DAY,08/07/2026 09:46:13 EDT,08/07/2026 09:46:17 EDT
MSFT260810C00510000,MSFT260810C00510000,Sell,Filled,1,1,2.2500000000,2.2500000000,DAY,08/07/2026 09:46:10 EDT,08/07/2026 09:46:10 EDT
MSFT260810C00510000,MSFT260810C00510000,Buy,Filled,1,1,@2.1500000000,2.1500000000,DAY,08/07/2026 09:44:15 EDT,08/07/2026 09:44:26 EDT
QQQ260807P00718000,QQQ260807P00718000,Sell,Filled,2,2,1.6000000000,1.6000000000,DAY,08/07/2026 09:43:03 EDT,08/07/2026 09:43:03 EDT
QQQ260807P00718000,QQQ260807P00718000,Buy,Filled,2,2,1.4500000000,1.4500000000,DAY,08/07/2026 09:41:42 EDT,08/07/2026 09:41:42 EDT
QQQ260807P00720000,QQQ260807P00720000,Sell,Filled,3,3,2.7200000000,2.7200000000,DAY,08/07/2026 09:36:42 EDT,08/07/2026 09:36:42 EDT
AMD260810P00475000,AMD260810P00475000,Buy,Filled,1,1,@4.6000000000,4.6000000000,DAY,08/07/2026 09:36:03 EDT,08/07/2026 09:43:17 EDT
QQQ260807P00720000,QQQ260807P00720000,Buy,Filled,3,3,1.8900000000,1.8900000000,DAY,08/07/2026 09:34:23 EDT,08/07/2026 09:34:23 EDT
SPY260807P00770000,SPY260807P00770000,Sell,Filled,1,1,3.1800000000,3.1800000000,DAY,08/06/2026 11:37:52 EDT,08/06/2026 11:37:52 EDT
SPY260807P00770000,SPY260807P00770000,Buy,Filled,1,1,@2.9000000000,2.9000000000,DAY,08/06/2026 11:30:35 EDT,08/06/2026 11:30:36 EDT
QQQ260806C00719000,QQQ260806C00719000,Sell,Filled,6,6,0.9500000000,0.9500000000,DAY,08/06/2026 11:28:00 EDT,08/06/2026 11:28:00 EDT
QQQ260806C00719000,QQQ260806C00719000,Buy,Filled,1,1,0.9100000000,0.9100000000,DAY,08/06/2026 11:25:17 EDT,08/06/2026 11:25:17 EDT
QQQ260806C00719000,QQQ260806C00719000,Buy,Filled,5,5,1.1000000000,1.1000000000,DAY,08/06/2026 11:24:12 EDT,08/06/2026 11:24:12 EDT
MSFT260807C00510000,MSFT260807C00510000,Sell,Filled,1,1,0.4800000000,0.4800000000,DAY,08/06/2026 11:19:32 EDT,08/06/2026 11:19:32 EDT
SPY260807P00771000,SPY260807P00771000,Sell,Filled,1,1,3.1400000000,3.1400000000,DAY,08/06/2026 10:52:20 EDT,08/06/2026 10:52:20 EDT
SPY260807P00771000,SPY260807P00771000,Buy,Filled,1,1,@3.2800000000,3.2800000000,DAY,08/06/2026 10:49:54 EDT,08/06/2026 10:49:54 EDT
QQQ260806P00715000,QQQ260806P00715000,Sell,Filled,6,6,1.5100000000,1.5100000000,DAY,08/06/2026 10:49:05 EDT,08/06/2026 10:49:05 EDT
QQQ260806P00715000,QQQ260806P00715000,Buy,Filled,6,6,1.1700000000,1.1700000000,DAY,08/06/2026 10:42:56 EDT,08/06/2026 10:42:57 EDT
MSFT260807C00510000,MSFT260807C00510000,Buy,Filled,1,1,@0.9000000000,0.9000000000,DAY,08/06/2026 10:42:56 EDT,08/06/2026 10:52:39 EDT
TSLA260807P00322500,TSLA260807P00322500,Sell,Filled,2,2,3.9500000000,3.9500000000,DAY,08/06/2026 10:42:13 EDT,08/06/2026 10:42:14 EDT
TSLA260807P00322500,TSLA260807P00322500,Buy,Filled,1,1,@4.4000000000,4.4000000000,DAY,08/06/2026 10:37:21 EDT,08/06/2026 10:37:56 EDT
TSLA260807P00322500,TSLA260807P00322500,Buy,Filled,1,1,@4.6000000000,4.6000000000,DAY,08/06/2026 10:28:55 EDT,08/06/2026 10:30:00 EDT
TSLA260807P00322500,TSLA260807P00322500,Sell,Filled,1,1,5.0000000000,5.0000000000,DAY,08/06/2026 10:05:11 EDT,08/06/2026 10:05:11 EDT
NVDA260810C00225000,NVDA260810C00225000,Sell,Filled,2,2,2.3400000000,2.3400000000,DAY,08/06/2026 10:02:36 EDT,08/06/2026 10:02:36 EDT
NVDA260810C00225000,NVDA260810C00225000,Buy,Filled,1,1,@2.3500000000,2.3500000000,DAY,08/06/2026 10:02:08 EDT,08/06/2026 10:02:09 EDT
TSLA260807P00322500,TSLA260807P00322500,Buy,Filled,1,1,@5.0000000000,5.0000000000,DAY,08/06/2026 09:59:51 EDT,08/06/2026 10:00:00 EDT
QQQ260806C00716000,QQQ260806C00716000,Sell,Filled,3,3,2.0400000000,2.0400000000,DAY,08/06/2026 09:59:31 EDT,08/06/2026 09:59:32 EDT
QQQ260806C00716000,QQQ260806C00716000,Buy,Filled,3,3,2.0900000000,2.0900000000,DAY,08/06/2026 09:57:46 EDT,08/06/2026 09:57:46 EDT
QQQ260806C00715000,QQQ260806C00715000,Sell,Filled,2,2,2.4400000000,2.4400000000,DAY,08/06/2026 09:56:46 EDT,08/06/2026 09:56:46 EDT
NVDA260810C00225000,NVDA260810C00225000,Buy,Filled,1,1,@2.4000000000,2.4000000000,DAY,08/06/2026 09:56:29 EDT,08/06/2026 09:56:39 EDT
QQQ260806C00715000,QQQ260806C00715000,Buy,Filled,2,2,2.6200000000,2.6200000000,DAY,08/06/2026 09:55:47 EDT,08/06/2026 09:55:47 EDT
QQQ260806C00712000,QQQ260806C00712000,Sell,Filled,2,2,3.6500000000,3.6500000000,DAY,08/06/2026 09:40:56 EDT,08/06/2026 09:40:56 EDT
QQQ260806C00712000,QQQ260806C00712000,Buy,Filled,2,2,3.1700000000,3.1700000000,DAY,08/06/2026 09:40:10 EDT,08/06/2026 09:40:10 EDT
SPY260805C00787000,SPY260805C00787000,Sell,Filled,1,1,0.0200000000,0.0200000000,DAY,08/05/2026 11:41:28 EDT,08/05/2026 11:41:28 EDT
SPY260805C00787000,SPY260805C00787000,Buy,Filled,1,1,0.1600000000,0.1600000000,DAY,08/05/2026 10:08:56 EDT,08/05/2026 10:08:56 EDT
SPY260805P00766000,SPY260805P00766000,Sell,Filled,1,1,0.1800000000,0.1800000000,DAY,08/05/2026 10:08:36 EDT,08/05/2026 10:08:36 EDT
SPY260805P00766000,SPY260805P00766000,Buy,Filled,1,1,0.2100000000,0.2100000000,DAY,08/05/2026 10:06:43 EDT,08/05/2026 10:06:43 EDT
ZM260807C00105000,ZM260807C00105000,Sell,Filled,1,1,0.2400000000,0.2400000000,DAY,08/05/2026 10:00:43 EDT,08/05/2026 10:00:43 EDT
ZM260807C00105000,ZM260807C00105000,Buy,Filled,1,1,@0.4800000000,0.4800000000,DAY,08/03/2026 12:04:18 EDT,08/03/2026 12:36:10 EDT
QQQ260803P00685000,QQQ260803P00685000,Sell,Filled,5,5,0.0700000000,0.0700000000,DAY,08/03/2026 11:41:49 EDT,08/03/2026 11:41:49 EDT
QQQ260803P00685000,QQQ260803P00685000,Buy,Filled,5,5,0.1000000000,0.1000000000,DAY,08/03/2026 11:26:34 EDT,08/03/2026 11:26:34 EDT
QQQ260731P00683000,QQQ260731P00683000,Sell,Filled,1,1,0.5000000000,0.5000000000,DAY,07/31/2026 12:50:18 EDT,07/31/2026 12:50:18 EDT
QQQ260731P00683000,QQQ260731P00683000,Buy,Filled,1,1,0.5900000000,0.5900000000,DAY,07/31/2026 12:49:18 EDT,07/31/2026 12:49:18 EDT
QQQ260730P00675000,QQQ260730P00675000,Sell,Filled,1,1,0.5900000000,0.5900000000,DAY,07/30/2026 12:51:16 EDT,07/30/2026 12:51:16 EDT
QQQ260730P00675000,QQQ260730P00675000,Buy,Filled,1,1,0.5900000000,0.5900000000,DAY,07/30/2026 12:46:28 EDT,07/30/2026 12:46:29 EDT
QQQ260730C00690000,QQQ260730C00690000,Sell,Filled,2,2,0.3400000000,0.3400000000,DAY,07/30/2026 10:21:42 EDT,07/30/2026 10:21:43 EDT
QQQ260730C00690000,QQQ260730C00690000,Buy,Filled,2,2,0.2100000000,0.2100000000,DAY,07/30/2026 10:08:45 EDT,07/30/2026 10:08:45 EDT
QQQ260729P00635000,QQQ260729P00635000,Sell,Filled,20,20,0.0200000000,0.0200000000,DAY,07/29/2026 13:33:21 EDT,07/29/2026 13:33:22 EDT
QQQ260729P00635000,QQQ260729P00635000,Buy,Filled,20,20,0.0300000000,0.0300000000,DAY,07/29/2026 13:27:45 EDT,07/29/2026 13:27:45 EDT
QQQ260729C00683000,QQQ260729C00683000,Sell,Filled,1,1,0.2900000000,0.2900000000,DAY,07/29/2026 11:25:41 EDT,07/29/2026 11:25:41 EDT
QQQ260729C00682000,QQQ260729C00682000,Sell,Filled,1,1,0.3500000000,0.3500000000,DAY,07/29/2026 11:25:39 EDT,07/29/2026 11:25:39 EDT
QQQ260729C00683000,QQQ260729C00683000,Buy,Filled,1,1,0.3800000000,0.3800000000,DAY,07/29/2026 10:50:57 EDT,07/29/2026 10:50:57 EDT
QQQ260729C00682000,QQQ260729C00682000,Buy,Filled,1,1,0.4500000000,0.4500000000,DAY,07/29/2026 10:50:45 EDT,07/29/2026 10:50:45 EDT
SPY260729C00750000,SPY260729C00750000,Sell,Filled,16,16,0.0500000000,0.0500000000,DAY,07/29/2026 10:43:13 EDT,07/29/2026 10:43:13 EDT
SPY260729C00750000,SPY260729C00750000,Sell,Cancelled,0,16,@0.110,,DAY,07/29/2026 10:43:04 EDT,
SPY260729C00750000,SPY260729C00750000,Buy,Filled,16,16,0.0600000000,0.0600000000,DAY,07/29/2026 10:19:45 EDT,07/29/2026 10:19:45 EDT
SPY260729P00730000,SPY260729P00730000,Sell,Filled,1,1,0.9700000000,0.9700000000,DAY,07/29/2026 10:18:50 EDT,07/29/2026 10:18:50 EDT
SPY260729P00730000,SPY260729P00730000,Buy,Filled,1,1,1.1000000000,1.1000000000,DAY,07/29/2026 10:17:31 EDT,07/29/2026 10:17:31 EDT
QQQ260729C00680000,QQQ260729C00680000,Sell,Filled,1,1,1.0600000000,1.0600000000,DAY,07/29/2026 10:09:51 EDT,07/29/2026 10:09:51 EDT
QQQ260729C00680000,QQQ260729C00680000,Buy,Filled,1,1,1.1000000000,1.1000000000,DAY,07/29/2026 10:08:22 EDT,07/29/2026 10:08:23 EDT
QQQ260728P00673000,QQQ260728P00673000,Sell,Filled,5,5,0.2200000000,0.2200000000,DAY,07/28/2026 14:03:53 EDT,07/28/2026 14:03:54 EDT
QQQ260728P00673000,QQQ260728P00673000,Buy,Filled,5,5,0.2500000000,0.2500000000,DAY,07/28/2026 14:02:04 EDT,07/28/2026 14:02:04 EDT
QQQ260728P00674000,QQQ260728P00674000,Sell,Filled,3,3,0.3400000000,0.3400000000,DAY,07/28/2026 14:00:23 EDT,07/28/2026 14:00:24 EDT
QQQ260728P00674000,QQQ260728P00674000,Buy,Filled,3,3,0.4700000000,0.4700000000,DAY,07/28/2026 13:57:04 EDT,07/28/2026 13:57:04 EDT
SPY260728P00741000,SPY260728P00741000,Sell,Filled,1,1,@0.6300000000,0.6300000000,DAY,07/28/2026 12:50:19 EDT,07/28/2026 12:50:19 EDT
SPY260728P00741000,SPY260728P00741000,Buy,Filled,1,1,@0.6500000000,0.6500000000,DAY,07/28/2026 12:43:32 EDT,07/28/2026 12:43:32 EDT
QQQ260728P00678000,QQQ260728P00678000,Sell,Filled,1,1,@1.3400000000,1.3400000000,DAY,07/28/2026 12:42:03 EDT,07/28/2026 12:42:03 EDT
QQQ260728P00678000,QQQ260728P00678000,Buy,Filled,1,1,@1.5100000000,1.5100000000,DAY,07/28/2026 12:40:02 EDT,07/28/2026 12:40:02 EDT
QQQ260728P00677000,QQQ260728P00677000,Sell,Filled,1,1,@1.4000000000,1.4000000000,DAY,07/28/2026 12:38:45 EDT,07/28/2026 12:38:45 EDT
QQQ260728P00677000,QQQ260728P00677000,Buy,Filled,1,1,@1.5800000000,1.5800000000,DAY,07/28/2026 12:32:48 EDT,07/28/2026 12:32:48 EDT
SPY260728C00742000,SPY260728C00742000,Sell,Filled,1,1,@1.1200000000,1.1200000000,DAY,07/28/2026 11:55:02 EDT,07/28/2026 11:55:03 EDT
SPY260728C00742000,SPY260728C00742000,Buy,Filled,1,1,@1.0800000000,1.0800000000,DAY,07/28/2026 11:50:45 EDT,07/28/2026 11:50:45 EDT
SPY260728P00742000,SPY260728P00742000,Sell,Filled,1,1,@1.0700000000,1.0700000000,DAY,07/28/2026 11:46:31 EDT,07/28/2026 11:46:31 EDT
SPY260728P00742000,SPY260728P00742000,Buy,Filled,1,1,@1.1600000000,1.1600000000,DAY,07/28/2026 11:44:51 EDT,07/28/2026 11:44:52 EDT
SPY260728C00742000,SPY260728C00742000,Sell,Filled,1,1,@0.9100000000,0.9100000000,DAY,07/28/2026 11:40:33 EDT,07/28/2026 11:40:33 EDT
SPY260728C00742000,SPY260728C00742000,Buy,Filled,1,1,@1.0400000000,1.0400000000,DAY,07/28/2026 11:39:34 EDT,07/28/2026 11:39:35 EDT
QQQ260728P00676000,QQQ260728P00676000,Sell,Filled,1,1,@1.2600000000,1.2600000000,DAY,07/28/2026 11:35:27 EDT,07/28/2026 11:35:27 EDT
QQQ260728P00676000,QQQ260728P00676000,Buy,Filled,1,1,@1.4300000000,1.4300000000,DAY,07/28/2026 11:30:35 EDT,07/28/2026 11:30:35 EDT
SPY260728P00739000,SPY260728P00739000,Sell,Filled,1,1,@1.5900000000,1.5900000000,DAY,07/28/2026 11:06:19 EDT,07/28/2026 11:06:19 EDT
SPY260728P00739000,SPY260728P00739000,Buy,Filled,1,1,@1.4000000000,1.4000000000,DAY,07/28/2026 11:00:51 EDT,07/28/2026 11:00:51 EDT
SPY260728C00739000,SPY260728C00739000,Sell,Filled,1,1,@1.2500000000,1.2500000000,DAY,07/28/2026 10:59:46 EDT,07/28/2026 10:59:46 EDT
SPY260728C00739000,SPY260728C00739000,Buy,Filled,1,1,@1.3900000000,1.3900000000,DAY,07/28/2026 10:57:28 EDT,07/28/2026 10:57:28 EDT
QQQ260728P00667000,QQQ260728P00667000,Sell,Filled,1,1,1.9000000000,1.9000000000,DAY,07/28/2026 09:59:18 EDT,07/28/2026 09:59:18 EDT
QQQ260728P00667000,QQQ260728P00667000,Buy,Filled,1,1,1.6000000000,1.6000000000,DAY,07/28/2026 09:50:44 EDT,07/28/2026 09:50:44 EDT
SPY260728P00735000,SPY260728P00735000,Sell,Filled,1,1,0.9000000000,0.9000000000,DAY,07/28/2026 09:39:14 EDT,07/28/2026 09:39:14 EDT
SPY260728P00735000,SPY260728P00735000,Buy,Filled,1,1,0.8800000000,0.8800000000,DAY,07/28/2026 09:37:51 EDT,07/28/2026 09:37:51 EDT
SPY260727C00740000,SPY260727C00740000,Sell,Filled,4,4,0.4500000000,0.4500000000,DAY,07/27/2026 15:23:59 EDT,07/27/2026 15:23:59 EDT
SPY260727C00740000,SPY260727C00740000,Buy,Filled,4,4,0.3800000000,0.3800000000,DAY,07/27/2026 15:13:29 EDT,07/27/2026 15:13:29 EDT
SPY260727P00736000,SPY260727P00736000,Sell,Filled,17,17,0.0700000000,0.0700000000,DAY,07/27/2026 15:07:39 EDT,07/27/2026 15:07:39 EDT
SPY260727P00736000,SPY260727P00736000,Buy,Filled,17,17,0.0900000000,0.0900000000,DAY,07/27/2026 15:06:56 EDT,07/27/2026 15:06:56 EDT
SPY260727P00737000,SPY260727P00737000,Sell,Filled,5,5,0.1900000000,0.1900000000,DAY,07/27/2026 15:06:45 EDT,07/27/2026 15:06:45 EDT
SPY260727P00737000,SPY260727P00737000,Buy,Filled,5,5,0.2200000000,0.2200000000,DAY,07/27/2026 15:02:51 EDT,07/27/2026 15:02:52 EDT
SPY260727C00739000,SPY260727C00739000,Sell,Filled,1,1,@1.1600000000,1.1600000000,DAY,07/27/2026 12:41:40 EDT,07/27/2026 12:41:40 EDT
SPY260727C00739000,SPY260727C00739000,Buy,Filled,1,1,@1.3100000000,1.3100000000,DAY,07/27/2026 12:37:55 EDT,07/27/2026 12:37:55 EDT
SPY260727P00739000,SPY260727P00739000,Sell,Filled,1,1,@1.1800000000,1.1800000000,DAY,07/27/2026 12:37:33 EDT,07/27/2026 12:37:33 EDT
SPY260727P00739000,SPY260727P00739000,Buy,Filled,1,1,@1.3000000000,1.3000000000,DAY,07/27/2026 12:37:04 EDT,07/27/2026 12:37:04 EDT
SPY260727P00738000,SPY260727P00738000,Sell,Filled,2,2,@0.9700000000,0.9700000000,DAY,07/27/2026 12:30:29 EDT,07/27/2026 12:30:29 EDT
SPY260727P00738000,SPY260727P00738000,Buy,Filled,2,2,@1.0800000000,1.0800000000,DAY,07/27/2026 12:29:14 EDT,07/27/2026 12:29:14 EDT
QQQ260727C00679000,QQQ260727C00679000,Sell,Filled,1,1,@1.8900000000,1.8900000000,DAY,07/27/2026 12:22:27 EDT,07/27/2026 12:22:28 EDT
QQQ260727C00679000,QQQ260727C00679000,Buy,Filled,1,1,@1.9800000000,1.9800000000,DAY,07/27/2026 12:21:46 EDT,07/27/2026 12:21:46 EDT
QQQ260727P00679000,QQQ260727P00679000,Sell,Filled,1,1,@1.9000000000,1.9000000000,DAY,07/27/2026 12:21:17 EDT,07/27/2026 12:21:17 EDT
QQQ260727P00679000,QQQ260727P00679000,Buy,Filled,1,1,@2.0300000000,2.0300000000,DAY,07/27/2026 12:21:00 EDT,07/27/2026 12:21:00 EDT
QQQ260727P00679000,QQQ260727P00679000,Sell,Filled,1,1,@2.0000000000,2.0000000000,DAY,07/27/2026 12:19:01 EDT,07/27/2026 12:19:02 EDT
QQQ260727P00679000,QQQ260727P00679000,Buy,Filled,1,1,@2.0000000000,2.0000000000,DAY,07/27/2026 12:18:31 EDT,07/27/2026 12:18:31 EDT
SPY260727P00737000,SPY260727P00737000,Sell,Filled,1,1,@1.0200000000,1.0200000000,DAY,07/27/2026 12:07:40 EDT,07/27/2026 12:07:40 EDT
SPY260727P00737000,SPY260727P00737000,Buy,Filled,1,1,@1.0800000000,1.0800000000,DAY,07/27/2026 12:07:23 EDT,07/27/2026 12:07:24 EDT
SPY260727P00738000,SPY260727P00738000,Sell,Filled,1,1,@1.3200000000,1.3200000000,DAY,07/27/2026 12:04:56 EDT,07/27/2026 12:04:56 EDT
SPY260727P00738000,SPY260727P00738000,Buy,Filled,1,1,@1.3600000000,1.3600000000,DAY,07/27/2026 12:04:13 EDT,07/27/2026 12:04:13 EDT
QQQ260727P00679000,QQQ260727P00679000,Sell,Filled,1,1,@1.7900000000,1.7900000000,DAY,07/27/2026 12:03:49 EDT,07/27/2026 12:03:49 EDT
QQQ260727P00679000,QQQ260727P00679000,Buy,Filled,1,1,@1.8400000000,1.8400000000,DAY,07/27/2026 12:03:41 EDT,07/27/2026 12:03:41 EDT
QQQ260727P00679000,QQQ260727P00679000,Sell,Filled,1,1,@1.8700000000,1.8700000000,DAY,07/27/2026 12:03:21 EDT,07/27/2026 12:03:21 EDT
QQQ260727P00679000,QQQ260727P00679000,Buy,Filled,1,1,@1.8600000000,1.8600000000,DAY,07/27/2026 12:03:13 EDT,07/27/2026 12:03:13 EDT
QQQ260727P00679000,QQQ260727P00679000,Sell,Filled,1,1,@2.0200000000,2.0200000000,DAY,07/27/2026 12:01:55 EDT,07/27/2026 12:01:55 EDT
QQQ260727P00679000,QQQ260727P00679000,Buy,Filled,1,1,@2.0600000000,2.0600000000,DAY,07/27/2026 12:00:59 EDT,07/27/2026 12:01:00 EDT
QQQ260727C00680000,QQQ260727C00680000,Sell,Filled,1,1,@1.5300000000,1.5300000000,DAY,07/27/2026 12:00:53 EDT,07/27/2026 12:00:53 EDT
QQQ260727C00680000,QQQ260727C00680000,Buy,Filled,1,1,@1.7400000000,1.7400000000,DAY,07/27/2026 12:00:22 EDT,07/27/2026 12:00:22 EDT
QQQ260727P00679000,QQQ260727P00679000,Sell,Filled,1,1,@1.9300000000,1.9300000000,DAY,07/27/2026 12:00:08 EDT,07/27/2026 12:00:08 EDT
QQQ260727P00679000,QQQ260727P00679000,Buy,Filled,1,1,@2.0700000000,2.0700000000,DAY,07/27/2026 11:59:51 EDT,07/27/2026 11:59:52 EDT
QQQ260727P00678000,QQQ260727P00678000,Sell,Filled,1,1,@1.5600000000,1.5600000000,DAY,07/27/2026 11:59:44 EDT,07/27/2026 11:59:44 EDT
QQQ260727P00678000,QQQ260727P00678000,Buy,Filled,1,1,@1.8000000000,1.8000000000,DAY,07/27/2026 11:58:22 EDT,07/27/2026 11:58:22 EDT
SPY260727P00733000,SPY260727P00733000,Sell,Filled,3,3,0.3900000000,0.3900000000,DAY,07/27/2026 11:51:14 EDT,07/27/2026 11:51:14 EDT
SPY260727P00735000,SPY260727P00735000,Sell,Filled,3,3,0.7700000000,0.7700000000,DAY,07/27/2026 11:51:12 EDT,07/27/2026 11:51:12 EDT
SPY260727P00733000,SPY260727P00733000,Buy,Filled,3,3,0.4300000000,0.4300000000,DAY,07/27/2026 11:46:11 EDT,07/27/2026 11:46:11 EDT
SPY260727P00735000,SPY260727P00735000,Buy,Filled,3,3,0.7400000000,0.7400000000,DAY,07/27/2026 11:45:20 EDT,07/27/2026 11:45:20 EDT
QQQ260727C00680000,QQQ260727C00680000,Sell,Filled,1,1,1.9700000000,1.9700000000,DAY,07/27/2026 11:27:52 EDT,07/27/2026 11:27:52 EDT
QQQ260727C00680000,QQQ260727C00680000,Buy,Filled,1,1,@2.1200000000,2.1200000000,DAY,07/27/2026 11:27:26 EDT,07/27/2026 11:27:26 EDT
SPY260727P00738000,SPY260727P00738000,Sell,Filled,2,2,1.5200000000,1.5200000000,DAY,07/27/2026 11:25:02 EDT,07/27/2026 11:25:02 EDT
SPY260727P00738000,SPY260727P00738000,Buy,Filled,2,2,1.4800000000,1.4800000000,DAY,07/27/2026 11:23:40 EDT,07/27/2026 11:23:40 EDT
SPY260727P00738000,SPY260727P00738000,Sell,Filled,2,2,1.6100000000,1.6100000000,DAY,07/27/2026 11:18:41 EDT,07/27/2026 11:18:41 EDT
SPY260727P00738000,SPY260727P00738000,Buy,Filled,2,2,1.0000000000,1.0000000000,DAY,07/27/2026 11:15:07 EDT,07/27/2026 11:15:07 EDT
QQQ260723C00692000,QQQ260723C00692000,Sell,Filled,8,8,0.2400000000,0.2400000000,DAY,07/23/2026 15:42:15 EDT,07/23/2026 15:42:15 EDT
QQQ260723C00692000,QQQ260723C00692000,Buy,Filled,8,8,0.3800000000,0.3800000000,DAY,07/23/2026 15:39:46 EDT,07/23/2026 15:39:46 EDT
QQQ260723C00691000,QQQ260723C00691000,Sell,Filled,3,3,0.6900000000,0.6900000000,DAY,07/23/2026 15:38:58 EDT,07/23/2026 15:38:58 EDT
QQQ260723C00691000,QQQ260723C00691000,Buy,Filled,3,3,0.8400000000,0.8400000000,DAY,07/23/2026 15:37:27 EDT,07/23/2026 15:37:27 EDT
SPY260723C00738000,SPY260723C00738000,Sell,Filled,4,4,0.6600000000,0.6600000000,DAY,07/23/2026 14:04:07 EDT,07/23/2026 14:04:07 EDT
SPY260723C00738000,SPY260723C00738000,Buy,Filled,4,4,0.6500000000,0.6500000000,DAY,07/23/2026 14:01:56 EDT,07/23/2026 14:01:56 EDT
SPY260723C00739000,SPY260723C00739000,Sell,Filled,7,7,0.3500000000,0.3500000000,DAY,07/23/2026 14:01:22 EDT,07/23/2026 14:01:22 EDT
SPY260723C00739000,SPY260723C00739000,Buy,Filled,7,7,0.4028571429,0.4028571429,DAY,07/23/2026 14:00:54 EDT,07/23/2026 14:00:54 EDT
SPY260723P00735000,SPY260723P00735000,Sell,Filled,11,11,0.3400000000,0.3400000000,DAY,07/23/2026 14:00:47 EDT,07/23/2026 14:00:47 EDT
SPY260723P00735000,SPY260723P00735000,Buy,Filled,11,11,0.2500000000,0.2500000000,DAY,07/23/2026 13:53:18 EDT,07/23/2026 13:53:18 EDT
QQQ260723P00691000,QQQ260723P00691000,Sell,Filled,2,2,0.9500000000,0.9500000000,DAY,07/23/2026 13:52:38 EDT,07/23/2026 13:52:38 EDT
QQQ260723P00691000,QQQ260723P00691000,Buy,Filled,2,2,1.0400000000,1.0400000000,DAY,07/23/2026 13:50:09 EDT,07/23/2026 13:50:09 EDT
SPY260723P00737000,SPY260723P00737000,Sell,Filled,2,2,0.5900000000,0.5900000000,DAY,07/23/2026 13:49:36 EDT,07/23/2026 13:49:36 EDT
SPY260723P00737000,SPY260723P00737000,Buy,Filled,2,2,0.7100000000,0.7100000000,DAY,07/23/2026 13:48:37 EDT,07/23/2026 13:48:37 EDT
QQQ260723C00691000,QQQ260723C00691000,Sell,Filled,1,1,1.6900000000,1.6900000000,DAY,07/23/2026 11:25:05 EDT,07/23/2026 11:25:05 EDT
QQQ260723C00691000,QQQ260723C00691000,Buy,Filled,1,1,1.8000000000,1.8000000000,DAY,07/23/2026 11:24:18 EDT,07/23/2026 11:24:18 EDT
QQQ260723P00691000,QQQ260723P00691000,Sell,Filled,1,1,@2.3600000000,2.3600000000,DAY,07/23/2026 10:54:59 EDT,07/23/2026 10:54:59 EDT
QQQ260723P00691000,QQQ260723P00691000,Buy,Filled,1,1,@2.2600000000,2.2600000000,DAY,07/23/2026 10:54:13 EDT,07/23/2026 10:54:13 EDT
QQQ260723C00693000,QQQ260723C00693000,Sell,Filled,1,1,@2.6700000000,2.6700000000,DAY,07/23/2026 10:47:32 EDT,07/23/2026 10:47:32 EDT
QQQ260723C00693000,QQQ260723C00693000,Buy,Filled,1,1,@2.7100000000,2.7100000000,DAY,07/23/2026 10:45:33 EDT,07/23/2026 10:45:33 EDT
QQQ260723C00695000,QQQ260723C00695000,Sell,Filled,1,1,@2.3600000000,2.3600000000,DAY,07/23/2026 10:41:20 EDT,07/23/2026 10:41:20 EDT
QQQ260723C00695000,QQQ260723C00695000,Buy,Filled,1,1,@2.6300000000,2.6300000000,DAY,07/23/2026 10:41:07 EDT,07/23/2026 10:41:07 EDT
QQQ260723P00694000,QQQ260723P00694000,Sell,Filled,1,1,@1.9300000000,1.9300000000,DAY,07/23/2026 10:39:29 EDT,07/23/2026 10:39:29 EDT
QQQ260723P00694000,QQQ260723P00694000,Buy,Filled,1,1,@2.1500000000,2.1500000000,DAY,07/23/2026 10:37:27 EDT,07/23/2026 10:37:28 EDT
QQQ260723C00697000,QQQ260723C00697000,Sell,Filled,2,2,1.8200000000,1.8200000000,DAY,07/23/2026 10:10:25 EDT,07/23/2026 10:10:25 EDT
QQQ260723C00697000,QQQ260723C00697000,Buy,Filled,1,1,1.8200000000,1.8200000000,DAY,07/23/2026 10:09:04 EDT,07/23/2026 10:09:04 EDT
QQQ260723C00697000,QQQ260723C00697000,Buy,Filled,1,1,2.0100000000,2.0100000000,DAY,07/23/2026 10:08:42 EDT,07/23/2026 10:08:43 EDT
SPY260723P00740000,SPY260723P00740000,Sell,Filled,1,1,1.9100000000,1.9100000000,DAY,07/23/2026 10:03:06 EDT,07/23/2026 10:03:06 EDT
SPY260723P00740000,SPY260723P00740000,Buy,Filled,1,1,1.8300000000,1.8300000000,DAY,07/23/2026 10:01:00 EDT,07/23/2026 10:01:00 EDT
SPY260723P00739000,SPY260723P00739000,Sell,Filled,1,1,1.4200000000,1.4200000000,DAY,07/23/2026 10:00:31 EDT,07/23/2026 10:00:31 EDT
SPY260723P00739000,SPY260723P00739000,Buy,Filled,1,1,1.4900000000,1.4900000000,DAY,07/23/2026 10:00:12 EDT,07/23/2026 10:00:13 EDT
